Brand,Model_Name,Model_Year,Vehicle_Age,Mileage_km,Engine_Capacity,Location_District,Condition,Fuel_Type,Transmission,Body_Type,Colour
Micro,Panda,2012.0,14.0,0.0,1300.0,Panadura,Used,Petrol,Manual,Hatchback,orange
Honda,Fit,2010.0,16.0,146000.0,1333.0,Narammala,Used,Hybrid,Automatic,Liftback,black
Mercedes Benz,C Class,2019.0,7.0,30000.0,1800.0,Ambalangoda,Used,Petrol,Automatic,Saloon,white
Honda,Fit,2013.0,13.0,0.0,1500.0,Ambalangoda,Used,Hybrid,Automatic,Hatchback,blue
Micro,Panda,2011.0,15.0,118000.0,1300.0,Godagama,Used,Petrol,Manual,Hatchback,white
Suzuki,Wagon R,2023.0,3.0,12500.0,660.0,Gampaha,Brand New,Petrol,Automatic,Hatchback,gray
Suzuki,Hustler,2015.0,11.0,85000.0,660.0,Horana,Used,Hybrid,Automatic,Hatchback,maroon
Suzuki,Wagon R,2016.0,10.0,61000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,red
Toyota,Corolla,2004.0,22.0,147000.0,1500.0,Malabe,Used,Petrol,Automatic,Saloon,blue
Toyota,Corolla,2002.0,24.0,170000.0,1300.0,Narahenpita (Colombo 05),Used,Petrol,Manual,Sedan,blue
Honda,Fit,2013.0,13.0,0.0,1317.0,Gampaha,Used,Petrol,Automatic,Hatchback,white
Nissan,Tiida,2007.0,19.0,218000.0,1500.0,Moratuwa,Used,Petrol,Automatic,Sedan,beige
Toyota,Allion,2008.0,18.0,94500.0,1490.0,Homagama,Used,Petrol,Automatic,Hatchback,silver
Suzuki,Wagon R,2016.0,10.0,100000.0,660.0,Dehiwala,Used,Petrol,Automatic,Hatchback,blue
Toyota,Vitz,2016.0,10.0,32900.0,1000.0,Badulla,Used,Petrol,Automatic,Hatchback,silver
Mitsubishi,eK,2016.0,10.0,99899.0,1500.0,Adampan,Used,Hybrid,Automatic,Liftback,pink
Suzuki,Celerio,2016.0,10.0,115000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,white
Toyota,Premio,2016.0,10.0,125000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Saloon,maroon
Toyota,Vitz,2016.0,10.0,123456.0,1490.0,Kandy,Used,Petrol,Automatic,Liftback,white
Mitsubishi,Galant,1998.0,28.0,98000.0,1500.0,Gampaha,Used,Petrol,Manual,Saloon,silver
Toyota,Aqua,2014.0,12.0,141000.0,1330.0,Kalmunai,Used,Petrol,Automatic,Station wagon,silver
Suzuki,Wagon R,2016.0,10.0,100000.0,600.0,Gampaha,Used,Petrol,Automatic,Hatchback,blue
Perodua,Elite,2011.0,15.0,225000.0,1000.0,Kandy,Used,Petrol,Automatic,Liftback,black
Suzuki,Wagon R,2017.0,9.0,150000.0,660.0,Anuradhapura,Used,Petrol,Automatic,Hatchback,white
Perodua,Viva,2010.0,16.0,114000.0,1000.0,Gampaha,Used,Petrol,Automatic,Hatchback,blue
Toyota,Allion,2007.0,19.0,191000.0,1800.0,Maharagama,Used,Petrol,Automatic,Sedan,black
Nissan,Pulsar,1996.0,30.0,244449.0,1490.0,Minuwangoda,Reconditioned,Petrol,Manual,Saloon,silver
Toyota,Axio,2015.0,11.0,0.0,1500.0,Anuradhapura,Used,Petrol,Automatic,Saloon,black
Mitsubishi,eK,2023.0,3.0,5750.0,660.0,Kotte,Brand New,Petrol,Automatic,Hatchback,white
Suzuki,Alto,2024.0,2.0,0.0,660.0,Kurunegala,Brand New,Hybrid,Manual,Station wagon,white
Micro,Panda,2018.0,8.0,55600.0,1000.0,Mulleriyawa New Town,Used,Petrol,Automatic,Hatchback,white
Honda,Fit,2012.0,14.0,0.0,1330.0,Wennappuwa,Used,Hybrid,Automatic,Hatchback,black
Suzuki,Wagon R,2025.0,1.0,0.0,650.0,Nugegoda,Brand New,Petrol,Automatic,Hatchback,white
BMW,3 Series,2016.0,10.0,75000.0,1500.0,Kohuwala,Used,Petrol,Automatic,Saloon,white
Peugeot,306,1999.0,27.0,0.0,1300.0,Pilimatalawa,Used,Petrol,Manual,,black
Toyota,Vitz,2015.0,11.0,94589.0,660.0,Ampara,Used,Petrol,Automatic,Hatchback,white
Perodua,Elite,2009.0,17.0,110000.0,1000.0,Negombo,Used,Petrol,Automatic,Hatchback,black
Suzuki,Alto,2016.0,10.0,0.0,800.0,Anuradhapura,Used,Petrol,Manual,Hatchback,other
Toyota,Aqua,2014.0,12.0,132000.0,1500.0,Ja-Ela,Used,Hybrid,Automatic,Station wagon,white
Toyota,Axio,2013.0,13.0,115000.0,1500.0,Rajagiriya,Used,Petrol,Automatic,Saloon,white
Toyota,Prius,2013.0,13.0,142000.0,1600.0,Panadura,Used,Hybrid,Automatic,Liftback,silver
Toyota,Prius,2010.0,16.0,164000.0,1800.0,Adampan,Used,Hybrid,Automatic,Sedan,black
Suzuki,Alto,2015.0,11.0,0.0,800.0,Angoda,Used,Petrol,Manual,Liftback,red
Mitsubishi,Lancer,1998.0,28.0,240000.0,1500.0,Maharagama,Used,Petrol,Automatic,Sedan,white
Nissan,March,2002.0,24.0,0.0,1300.0,Kandy,Used,Petrol,Automatic,Hatchback,blue
Nissan,Dayz,2025.0,1.0,350.0,658.0,Narammala,Brand New,Hybrid,Automatic,Hatchback,black
Perodua,Viva,2011.0,15.0,154328.0,1000.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,silver
Toyota,Vitz,2019.0,7.0,49000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,white
Honda,City,2003.0,23.0,0.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Liftback,blue
Suzuki,Maruti,1996.0,30.0,65000.0,800.0,Alawwa,Used,Petrol,Manual,Hatchback,red
Honda,Fit,2010.0,16.0,82000.0,1000.0,Wattala,Used,Petrol,Automatic,Liftback,blue
Suzuki,Wagon R,2018.0,8.0,80000.0,950.0,Maharagama,Used,Petrol,Automatic,Station wagon,white
Toyota,Aqua,2012.0,14.0,220000.0,1497.0,Malabe,Used,Hybrid,Automatic,,white
Suzuki,Estilo,2012.0,14.0,98000.0,1000.0,Ragama,Used,Petrol,Manual,Hatchback,gold
Nissan,N 16,2000.0,26.0,145000.0,1300.0,Ganemulla,Used,Petrol,Manual,Saloon,maroon
Toyota,Premio,2015.0,11.0,240000.0,1500.0,Kandy,Used,Petrol,Automatic,Saloon,maroon
Toyota,Corolla,2023.0,3.0,12800.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Liftback,white
Toyota,Prius,2008.0,18.0,200000.0,1497.0,Galle,Used,Hybrid,Automatic,Hatchback,blue
Daihatsu,Cast,2017.0,9.0,76000.0,650.0,Dehiwala,Used,Petrol,Automatic,Hatchback,black
Toyota,Axio,2017.0,9.0,123000.0,1500.0,Jambugahapitiya,Used,Hybrid,Automatic,,white
Suzuki,Spacia,2023.0,3.0,0.0,660.0,Rajagiriya,Brand New,Petrol,Automatic,Hatchback,white
Suzuki,Hustler,2016.0,10.0,106000.0,650.0,Kadawatha,Used,Petrol,Automatic,Hatchback,yellow
Toyota,Axio,2007.0,19.0,220000.0,1500.0,Anuradhapura,Used,Petrol,Automatic,Sedan,silver
Mitsubishi,Lancer,2002.0,24.0,170000.0,1500.0,Gampaha,Used,Petrol,Manual,Saloon,white
Suzuki,Hustler,2023.0,3.0,0.0,660.0,Galle,Brand New,Petrol,Automatic,Hatchback,other
Suzuki,Alto,2023.0,3.0,0.0,660.0,Kurunegala,Brand New,Hybrid,Manual,Station wagon,silver
Suzuki,Wagon R,2024.0,2.0,5000.0,660.0,Dehiwala,Brand New,Petrol,Automatic,Hatchback,yellow
KIA,Picanto,2016.0,10.0,145000.0,1000.0,Nugegoda,Used,Petrol,Automatic,Hatchback,white
Honda,Grace,2015.0,11.0,127000.0,1500.0,Kollupitiya (Colombo 03),Used,Hybrid,Automatic,Sedan,white
Toyota,Premio,2018.0,8.0,81000.0,1500.0,Kalutara,Used,Petrol,Automatic,Liftback,white
Honda,City,2025.0,1.0,0.0,1200.0,Kurunegala,Brand New,Petrol,Automatic,Sedan,white
Suzuki,Wagon R,2018.0,8.0,100000.0,650.0,Ampara,Used,Hybrid,Automatic,Sedan,white
Toyota,Vitz,2017.0,9.0,97000.0,990.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,purple
Toyota,Yaris,2024.0,2.0,11500.0,990.0,Gampaha,Reconditioned,Petrol,Automatic,Hatchback,black
Suzuki,Wagon R,2023.0,3.0,220.0,660.0,Kelaniya,Used,Petrol,Other,Station wagon,silver
Suzuki,Wagon R,2025.0,1.0,0.0,658.0,Kadawatha,Brand New,Hybrid,Automatic,Hatchback,white
Honda,Fit,2011.0,15.0,140000.0,1330.0,Ambalangoda,Used,Hybrid,Automatic,Hatchback,white
Suzuki,Maruti,2008.0,18.0,60000.0,800.0,Ahangama,Used,Petrol,Manual,Hatchback,gray
Toyota,Prius,2016.0,10.0,198000.0,1790.0,Kiribathgoda,Used,Hybrid,Automatic,Saloon,silver
Suzuki,Swift,2017.0,9.0,117500.0,990.0,Matara,Used,Petrol,Automatic,Hatchback,gray
Suzuki,Spacia,2024.0,2.0,11000.0,658.0,Kurunegala,Reconditioned,Petrol,Automatic,Hatchback,white
Daihatsu,Mira,2017.0,9.0,0.0,650.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,red
Suzuki,Wagon R,2018.0,8.0,93000.0,660.0,Anuradhapura,Used,Hybrid,Automatic,Hatchback,white
Suzuki,Alto,2024.0,2.0,0.0,650.0,Kurunegala,Brand New,Petrol,Automatic,Convertible,white
Suzuki,Alto,2015.0,11.0,66000.0,660.0,Kurunegala,Used,Hybrid,Automatic,Hatchback,red
Suzuki,Swift,2008.0,18.0,0.0,1300.0,Kuliyapitiya,Used,Petrol,Manual,Convertible,silver
Suzuki,Maruti,2005.0,21.0,120000.0,800.0,Godakawela,Used,Petrol,Manual,Hatchback,red
Daihatsu,Mira,2016.0,10.0,150000.0,660.0,Horana,Used,Petrol,Automatic,Hatchback,pink
Toyota,Vitz,2015.0,11.0,70000.0,990.0,Mulleriyawa New Town,Used,Petrol,Automatic,Hatchback,blue
BMW,X Series,2018.0,8.0,150000.0,1500.0,Delgoda,Used,Petrol,Automatic,,white
Toyota,Passo,2007.0,19.0,80000.0,1000.0,Kegalle,Used,Petrol,Automatic,Hatchback,white
Suzuki,Wagon R,2023.0,3.0,6600.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,other
Nissan,Sunny,1998.0,28.0,120000.0,1500.0,Delgoda,Used,Petrol,Automatic,Saloon,white
Toyota,Vitz,2016.0,10.0,161000.0,990.0,Bandaragama,Used,Petrol,Automatic,Hatchback,silver
Toyota,Corona,1995.0,31.0,120000.0,1650.0,Anuradhapura,Used,Petrol,Manual,Hatchback,navy
Suzuki,Alto,2011.0,15.0,80000.0,800.0,Kurunegala,Used,Petrol,Manual,Hatchback,gray
Toyota,Prius,2010.0,16.0,170000.0,1800.0,Ambalangoda,Used,Petrol,Automatic,Liftback,white
Daihatsu,Mira,2023.0,3.0,8500.0,650.0,Kurunegala,Brand New,Petrol,Automatic,Hatchback,gray
Suzuki,Alto,2014.0,12.0,0.0,800.0,Kalagedihena,Used,Petrol,Manual,Hatchback,black
Honda,Insight,2009.0,17.0,220000.0,1300.0,Palapathwela,Used,Hybrid,Automatic,Saloon,silver
Suzuki,Spacia,2024.0,2.0,7000.0,650.0,Kohuwala,Brand New,Petrol,Automatic,Hatchback,silver
Toyota,Vitz,2008.0,18.0,120000.0,1000.0,Kaleliya,Used,Petrol,Automatic,Hatchback,white
Suzuki,Alto,2015.0,11.0,78000.0,1000.0,Sri Jayawardenepura Kotte,Used,Petrol,Automatic,Hatchback,white
Suzuki,Alto,2011.0,15.0,130000.0,990.0,Wellawatta (Colombo 06),Used,Petrol,Manual,Hatchback,other
Suzuki,Alto,2017.0,9.0,75000.0,1300.0,Kaduwela,Used,Petrol,Manual,Liftback,blue
Micro,Panda,2014.0,12.0,0.0,800.0,Kurunegala,Used,Petrol,Manual,Liftback,other
BMW,i Series,2012.0,14.0,139000.0,2000.0,Kelaniya,Used,Petrol,Automatic,Saloon,silver
Suzuki,Maruti,2010.0,16.0,0.0,800.0,Pilimatalawa,Used,Petrol,Manual,,blue
Suzuki,Spacia,2025.0,1.0,3500.0,690.0,Kurunegala,Brand New,Hybrid,Automatic,Hatchback,white
Suzuki,Baleno,2019.0,7.0,156000.0,1000.0,Avissawella,Brand New,Petrol,Automatic,Hatchback,white
Toyota,Axio,2016.0,10.0,180000.0,1500.0,Colombo Fort (Colombo 01),Used,Petrol,Automatic,Hatchback,black
Micro,Panda,2015.0,11.0,63400.0,890.0,Kegalle,Used,Petrol,Manual,Hatchback,white
Perodua,Viva,2013.0,13.0,138000.0,1000.0,Colombo Fort (Colombo 01),Used,Petrol,Automatic,Hatchback,purple
Suzuki,Spacia,2025.0,1.0,6000.0,650.0,Colombo Fort (Colombo 01),Brand New,Petrol,Automatic,Hatchback,white
Micro,Emgrand 7,2015.0,11.0,103000.0,1800.0,Mattakkuliya (Colombo 15),Used,Petrol,Automatic,Saloon,maroon
Toyota,Vitz,2017.0,9.0,44000.0,1000.0,Kottawa,Used,Petrol,Automatic,Saloon,silver
Suzuki,Spacia,2023.0,3.0,4500.0,690.0,Kurunegala,Brand New,Hybrid,Automatic,Hatchback,white
Suzuki,Alto,2017.0,9.0,100000.0,660.0,Piliyandala,Used,Petrol,Automatic,Hatchback,white
BMW,4 Series,2014.0,12.0,,,Ampara,Used,Hybrid,Automatic,Hatchback,white
Mercedes Benz,CLA,2024.0,2.0,8322.0,1300.0,Maradana (Colombo 10),Reconditioned,Hybrid,Automatic,Saloon,black
Suzuki,Celerio,2015.0,11.0,130000.0,960.0,Colombo Fort (Colombo 01),Used,Petrol,Automatic,Hatchback,yellow
Honda,Grace,2014.0,12.0,193000.0,1500.0,Embilipitiya,Used,Hybrid,Automatic,Saloon,white
Toyota,Allion,2012.0,14.0,182000.0,1490.0,Gampaha,Used,Petrol,Automatic,Saloon,other
Suzuki,Alto,2017.0,9.0,50000.0,800.0,Imbulgoda,Used,Petrol,Manual,Hatchback,green
Micro,Panda,2015.0,11.0,0.0,1000.0,Piliyandala,Used,Petrol,Manual,Hatchback,yellow
Suzuki,Alto,2017.0,9.0,54000.0,800.0,Kalmunai,Used,Petrol,Manual,Hatchback,white
Honda,Fit,2012.0,14.0,165800.0,1330.0,Batticaloa,Used,Hybrid,Automatic,Hatchback,black
Suzuki,Spacia,2024.0,2.0,0.0,660.0,Kurunegala,Brand New,Hybrid,Automatic,Hatchback,silver
Suzuki,Wagon R,2010.0,16.0,0.0,650.0,Kirulapone,Used,Petrol,Manual,Hatchback,white
Toyota,Prius,2007.0,19.0,178700.0,1490.0,Medawachchiya,Used,Hybrid,Automatic,Hatchback,silver
Suzuki,Spacia,2024.0,2.0,0.0,650.0,Kurunegala,Brand New,Hybrid,Automatic,,white
Nissan,March,2000.0,26.0,160000.0,1000.0,Ratmalana,Used,Petrol,Automatic,Station wagon,blue
Mazda,Demio,2009.0,17.0,180000.0,1300.0,Pelmadulla,Used,Petrol,Automatic,Hatchback,white
Nissan,Almera,2025.0,1.0,0.0,1000.0,Kalubowila,Brand New,Petrol,Automatic,Saloon,white
Honda,Insight,2009.0,17.0,216000.0,1200.0,Pussellawa,Used,Petrol,Automatic,Hatchback,blue
Toyota,Allion,2013.0,13.0,156000.0,1500.0,Horana,Used,Petrol,Automatic,Sedan,white
Suzuki,A Star,2012.0,14.0,135876.0,1000.0,Badulla,Used,Petrol,Automatic,Hatchback,white
Toyota,Premio,2011.0,15.0,0.0,1500.0,Kurunegala,Used,Petrol,Automatic,Liftback,maroon
Toyota,Premio,2018.0,8.0,76000.0,1490.0,Dankotuwa,Used,Petrol,Automatic,Saloon,white
Nissan,March,2007.0,19.0,150000.0,1300.0,Akuregoda,Used,Petrol,Manual,Saloon,red
Toyota,Wigo,2018.0,8.0,90000.0,998.0,Kurunegala,Used,Petrol,Automatic,Hatchback,red
Perodua,Kenari,2007.0,19.0,0.0,1000.0,Panadura,Used,Petrol,Automatic,Liftback,black
Renault,KWID,2016.0,10.0,120724.0,800.0,Moratuwa,Used,Petrol,Manual,Hatchback,white
Nissan,Tiida,2008.0,18.0,93500.0,1500.0,Dematagoda (Colombo 09),Used,Petrol,Automatic,Sedan,black
Toyota,Vitz,2017.0,9.0,100000.0,1000.0,Talawatugoda,Used,Petrol,Automatic,Hatchback,black
Toyota,Vitz,2017.0,9.0,46000.0,1000.0,Ja-Ela,Used,Petrol,Automatic,,white
Toyota,Aqua,2012.0,14.0,210000.0,1600.0,Ambalangoda,Used,Hybrid,Automatic,Hatchback,blue
Suzuki,Alto,2024.0,2.0,9300.0,650.0,Kalagedihena,Reconditioned,Petrol,Automatic,Sedan,silver
Toyota,Aqua,2013.0,13.0,83000.0,,Slave Island (Colombo 02),Used,Petrol,Manual,Saloon,white
Renault,KWID,2016.0,10.0,51900.0,690.0,Colombo Fort (Colombo 01),Used,Petrol,Automatic,Hatchback,red
Suzuki,Swift,2017.0,9.0,107000.0,1000.0,Rajagiriya,Used,Petrol,Automatic,Hatchback,black
Toyota,Axio,2014.0,12.0,184000.0,1500.0,Moratuwa,Used,Hybrid,Automatic,Saloon,white
Toyota,Aqua,2012.0,14.0,139000.0,1500.0,Galle,Used,Petrol,Automatic,Hatchback,white
Honda,Civic,2017.0,9.0,119000.0,1000.0,Baddegama,Used,Petrol,Automatic,Saloon,white
Toyota,Premio,2016.0,10.0,176000.0,1490.0,Andiambalama,Used,Petrol,Automatic,Sedan,white
Suzuki,Wagon R,2018.0,8.0,90000.0,650.0,Katunayake,Reconditioned,Petrol,Automatic,Hatchback,white
Honda,Civic,1999.0,27.0,0.0,1500.0,Ambalangoda,Used,Petrol,Manual,Saloon,red
Suzuki,Wagon R,2016.0,10.0,86000.0,650.0,Gampaha,Used,Petrol,Automatic,Hatchback,gray
Suzuki,Wagon R,2017.0,9.0,94000.0,650.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,black
Toyota,Vitz,2016.0,10.0,85000.0,1000.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,white
Toyota,Belta,2007.0,19.0,116500.0,1000.0,Matara,Used,Petrol,Automatic,Saloon,silver
BMW,5 Series,2014.0,12.0,130000.0,1995.0,Ambalangoda,Used,Diesel,Automatic,Sedan,white
BMW,5 Series,1998.0,28.0,174500.0,,Dehiwala,Used,Petrol,Automatic,Hatchback,red
Suzuki,Wagon R,2014.0,12.0,99400.0,650.0,Wattala,Used,Hybrid,Automatic,Hatchback,silver
Suzuki,Wagon R,2017.0,9.0,95000.0,800.0,Kadawatha,Used,Petrol,Automatic,Hatchback,black
Toyota,Wigo,2018.0,8.0,91000.0,1198.0,Ratnapura,Used,Petrol,Manual,Liftback,other
Tata,Nano,2015.0,11.0,175000.0,650.0,Moratuwa,Used,Petrol,Manual,Hatchback,white
Daihatsu,Mira,2002.0,24.0,98000.0,650.0,Kalutara,Reconditioned,Petrol,Automatic,Hatchback,white
Toyota,Prius,2012.0,14.0,145000.0,1790.0,Horana,Used,Petrol,Automatic,Hatchback,white
Suzuki,Celerio,2016.0,10.0,96000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,white
Honda,City,2025.0,1.0,135.0,1000.0,Athurugiriya,Brand New,Petrol,Automatic,Saloon,white
Micro,Panda,2018.0,8.0,0.0,1000.0,Ambalangoda,Used,Petrol,Manual,Hatchback,white
Suzuki,Alto,2015.0,11.0,72000.0,800.0,Nugegoda,Used,Petrol,Manual,Hatchback,white
Micro,Panda,2011.0,15.0,73000.0,1300.0,Ambalangoda,Used,Petrol,Manual,Hatchback,green
Hyundai,Eon,2015.0,11.0,79000.0,850.0,Ampara,Used,Petrol,Manual,Hatchback,black
Daihatsu,Mira,2025.0,1.0,0.0,660.0,Balapitiya,Reconditioned,Petrol,Automatic,Hatchback,white
Suzuki,Wagon R,2023.0,3.0,3180.0,660.0,Rambukkana,Brand New,Petrol,Automatic,Hatchback,white
Toyota,Aqua,2012.0,14.0,116000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,blue
Suzuki,Wagon R,2018.0,8.0,88000.0,760.0,Kurunegala,Used,Hybrid,Automatic,Hatchback,white
Toyota,Premio,2015.0,11.0,57457.0,990.0,Ampara,Used,Hybrid,Automatic,Liftback,white
Toyota,Premio,2013.0,13.0,172000.0,1500.0,Nittambuwa,Used,Petrol,Automatic,Liftback,white
Toyota,Passo,2023.0,3.0,0.0,1000.0,Kottawa,Brand New,Petrol,Automatic,Liftback,gray
Toyota,Passo,2023.0,3.0,1234.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,maroon
Mitsubishi,eK,2024.0,2.0,0.0,,Angoda,Brand New,Electric,Automatic,Hatchback,gold
Toyota,Axio,2007.0,19.0,160000.0,1500.0,Matale,Used,Petrol,Automatic,Sedan,silver
Mazda,Flair,2015.0,11.0,128000.0,650.0,Ratnapura,Used,Petrol,Automatic,Hatchback,black
Toyota,Corolla,2004.0,22.0,152000.0,1500.0,Nittambuwa,Used,Petrol,Automatic,Saloon,white
Toyota,Prius,2012.0,14.0,0.0,1490.0,Ja-Ela,Used,Petrol,Automatic,Liftback,silver
Toyota,Axio,2018.0,8.0,69000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Saloon,blue
Toyota,Aqua,2015.0,11.0,143000.0,1500.0,Pussellawa,Used,Petrol,Automatic,Hatchback,maroon
Suzuki,Wagon R,2023.0,3.0,0.0,660.0,Kurunegala,Brand New,Petrol,Manual,Station wagon,silver
Suzuki,Wagon R,2014.0,12.0,0.0,700.0,Kegalle,Used,Diesel,Automatic,Hatchback,black
Mercedes Benz,CLA,2019.0,7.0,0.0,2000.0,Ambalangoda,Used,Petrol,Automatic,Liftback,gray
Suzuki,Alto,2011.0,15.0,123.0,1000.0,Matugama,Used,Petrol,Manual,Hatchback,black
Suzuki,Wagon R,2024.0,2.0,10900.0,660.0,Kurunegala,Brand New,Petrol,Automatic,Sedan,blue
Nissan,Sunny,2001.0,25.0,0.0,1600.0,Ambalangoda,Used,Petrol,Automatic,Saloon,white
Toyota,Premio,2013.0,13.0,160000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Saloon,maroon
Suzuki,Wagon R,2017.0,9.0,87000.0,1500.0,Boralesgamuwa,Used,Hybrid,Automatic,Liftback,black
Toyota,Passo,2018.0,8.0,65000.0,1000.0,Maharagama,Used,Petrol,Automatic,Liftback,white
Perodua,Viva,2013.0,13.0,0.0,1000.0,Kandy,Used,Petrol,Automatic,Hatchback,white
Toyota,Yaris,2022.0,4.0,20000.0,1000.0,Borella (Colombo 08),Brand New,Petrol,Automatic,Hatchback,black
Suzuki,Wagon R,2018.0,8.0,0.0,650.0,Kandy,Used,Hybrid,Automatic,Hatchback,white
Suzuki,Wagon R,2024.0,2.0,650.0,650.0,Akkaraipattu,Brand New,Petrol,Automatic,Sedan,white
Suzuki,Celerio,2015.0,11.0,85328.0,1000.0,Batticaloa,Used,Petrol,Automatic,Hatchback,white
Toyota,Yaris,2007.0,19.0,170000.0,1300.0,Athurugiriya,Used,Petrol,Automatic,Sedan,white
Suzuki,Swift,2005.0,21.0,102070.0,1300.0,Piliyandala,Used,Petrol,Automatic,Hatchback,gray
Suzuki,Wagon R,2024.0,2.0,0.0,650.0,Batticaloa,Brand New,Hybrid,Automatic,Sedan,white
Daihatsu,Taft,2025.0,1.0,0.0,650.0,Athurugiriya,Brand New,Petrol,Automatic,Hatchback,white
Suzuki,Wagon R,2018.0,8.0,170000.0,650.0,Katunayake,Used,Hybrid,Automatic,,white
Toyota,Prius,2007.0,19.0,177000.0,1600.0,Kandana,Used,Hybrid,Automatic,Liftback,white
Toyota,Corolla,1986.0,40.0,190000.0,1300.0,Matale,Used,Petrol,Manual,Liftback,white
Toyota,Vitz,2016.0,10.0,118000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,gray
Hyundai,Accent,2001.0,25.0,150000.0,1000.0,Pilessa,Used,Petrol,Automatic,Saloon,gray
Honda,Civic,1998.0,28.0,0.0,1500.0,Ambalangoda,Used,Petrol,Manual,Liftback,white
Toyota,Vitz,2019.0,7.0,90000.0,1000.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,white
Suzuki,Alto,2015.0,11.0,191000.0,796.0,Kurunegala,Used,Petrol,Manual,Liftback,silver
Suzuki,Alto,2015.0,11.0,84000.0,1000.0,Kuliyapitiya,Used,Petrol,Manual,Hatchback,white
Nissan,March,2003.0,23.0,2.0,1300.0,Avissawella,Used,Petrol,Manual,Liftback,silver
Daihatsu,Move,2016.0,10.0,78000.0,658.0,Weliveriya,Used,Petrol,Automatic,Hatchback,silver
Suzuki,Wagon R,2025.0,1.0,6800.0,650.0,Mattakkuliya (Colombo 15),Brand New,Petrol,Automatic,Hatchback,white
Nissan,Dayz,2024.0,2.0,6600.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,other
Daihatsu,Taft,2024.0,2.0,0.0,1000.0,Borella (Colombo 08),Brand New,Petrol,Automatic,Hatchback,black
Suzuki,Swift,2004.0,22.0,165000.0,1300.0,Moratuwa,Used,Petrol,Automatic,Hatchback,silver
Toyota,Axio,2018.0,8.0,0.0,1500.0,Kaduwela,Used,Hybrid,Automatic,Saloon,maroon
Peugeot,206,2000.0,26.0,150000.0,1360.0,Akarawita,Used,Petrol,Manual,Hatchback,orange
Suzuki,Wagon R,2018.0,8.0,88000.0,650.0,Ambalangoda,Used,Hybrid,Automatic,Hatchback,white
Suzuki,Wagon R,2023.0,3.0,0.0,650.0,Kohuwala,Brand New,Hybrid,Automatic,Station wagon,navy
Suzuki,Wagon R,2018.0,8.0,23350.0,660.0,Kamburupitiya,Used,Hybrid,Automatic,Hatchback,white
Honda,Grace,2015.0,11.0,0.0,1496.0,Ambalangoda,Used,Hybrid,Automatic,Sedan,gray
Micro,MX7,2011.0,15.0,92000.0,1500.0,Bandaragama,Used,Petrol,Manual,Sedan,black
Toyota,Prius,2013.0,13.0,0.0,1400.0,Colombo Fort (Colombo 01),Used,Hybrid,Automatic,Hatchback,white
Ford,Laser,1998.0,28.0,100000.0,1600.0,Moratuwa,Used,Petrol,Manual,Saloon,white
Suzuki,Alto,2024.0,2.0,1200.0,650.0,Nittambuwa,Reconditioned,Hybrid,Automatic,Hatchback,gray
Toyota,Axio,2013.0,13.0,1500.0,1500.0,Horana,Used,Petrol,Automatic,Saloon,blue
Geely,Panda,2017.0,9.0,,1000.0,Beliatta,Used,Petrol,Manual,Hatchback,white
Toyota,Axio,2014.0,12.0,160000.0,1500.0,Gampaha,Used,Hybrid,Automatic,Sedan,maroon
Suzuki,Wagon R,2018.0,8.0,110000.0,650.0,Pussellawa,Used,Petrol,Automatic,Hatchback,white
Suzuki,Wagon R,2018.0,8.0,89500.0,650.0,Malabe,Brand New,Petrol,Automatic,Hatchback,white
Toyota,Corolla,1999.0,27.0,275000.0,1500.0,Hanwella,Used,Petrol,Manual,Sedan,white
Suzuki,Wagon R,2014.0,12.0,119000.0,650.0,Ambalangoda,Used,Hybrid,Automatic,Hatchback,red
Suzuki,Alto,2015.0,11.0,105000.0,800.0,Kalmunai,Used,Petrol,Manual,Hatchback,white
Micro,Panda Cross,2013.0,13.0,0.0,1300.0,Moratuwa,Used,Petrol,Manual,Sports,black
Suzuki,Maruti,2011.0,15.0,0.0,800.0,Kandy,Used,Petrol,Manual,Hatchback,maroon
Toyota,Vitz,2016.0,10.0,21500.0,1000.0,Mawanella,Used,Petrol,Automatic,Hatchback,black
Toyota,Aqua,2012.0,14.0,140000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,orange
