Brand,Model_Name,Model_Year,Vehicle_Age,Mileage_km,Engine_Capacity,Location_District,Condition,Fuel_Type,Transmission,Body_Type,Colour,Price_LKR
Suzuki,Celerio,2015.0,11.0,161000.0,1000.0,Adampan,Used,Petrol,Manual,Hatchback,gray,4595000.0
Toyota,Allion,2012.0,14.0,182000.0,1490.0,Gampaha,Used,Petrol,Automatic,Saloon,other,8900000.0
Suzuki,Wagon R,2018.0,8.0,61000.0,650.0,Malabe,Used,Petrol,Automatic,Hatchback,black,6890000.0
Nissan,Primera,2001.0,25.0,128887.0,1990.0,Galle,Used,Petrol,Automatic,Saloon,gold,4200000.0
Suzuki,Maruti,2006.0,20.0,45000.0,796.0,Dehiowita,Used,Petrol,Manual,Hatchback,maroon,2100000.0
Suzuki,A Star,2010.0,16.0,137000.0,998.0,Polgolla,Used,Petrol,Manual,Hatchback,silver,3975000.0
Toyota,Corolla,1990.0,36.0,294000.0,1390.0,Kandy,Used,Petrol,Manual,Saloon,white,1650000.0
Mercedes Benz,C200,2025.0,1.0,0.0,1500.0,Kohuwala,Brand New,Petrol,Automatic,Sedan,black,50000000.0
Daihatsu,Move,2017.0,9.0,90000.0,650.0,Pepiliyana,Used,Petrol,Automatic,Hatchback,yellow,5500000.0
Daihatsu,Tanto,2017.0,9.0,0.0,1000.0,Murunkan,Used,Petrol,Automatic,Liftback,red,7000000.0
Suzuki,Spacia,2024.0,2.0,200.0,650.0,Kurunegala,Brand New,Hybrid,Automatic,,black,9600000.0
BMW,5 Series,1998.0,28.0,174500.0,,Dehiwala,Used,Petrol,Automatic,Hatchback,red,4800000.0
Toyota,Allion,2007.0,19.0,0.0,1500.0,Kurunegala,Used,Petrol,Manual,Convertible,white,9750000.0
Honda,Insight,2010.0,16.0,155000.0,1500.0,Alutgama,Used,Petrol,Automatic,Liftback,red,6700000.0
BMW,3 Series,2016.0,10.0,75000.0,1500.0,Kohuwala,Used,Petrol,Automatic,Saloon,white,18850000.0
Honda,N BOX,2023.0,3.0,6600.0,660.0,Kottawa,Reconditioned,Petrol,Automatic,Hatchback,black,7650000.0
Suzuki,Celerio,2015.0,11.0,60000.0,1000.0,Moratuwa,Used,Petrol,Automatic,Hatchback,gray,4750000.0
Perodua,Kenari,2007.0,19.0,0.0,1000.0,Panadura,Used,Petrol,Automatic,Liftback,black,3595000.0
Toyota,Premio,2019.0,7.0,113000.0,1500.0,Colombo Fort (Colombo 01),Used,Petrol,Automatic,Liftback,white,15700000.0
Suzuki,Zen,2004.0,22.0,130000.0,1000.0,Galewela,Used,Petrol,Manual,Hatchback,silver,2250000.0
Perodua,Axia,2016.0,10.0,71000.0,1000.0,Katuwawala,Used,Petrol,Automatic,Hatchback,white,5600000.0
Suzuki,Celerio,2015.0,11.0,130000.0,960.0,Colombo Fort (Colombo 01),Used,Petrol,Automatic,Hatchback,yellow,4200000.0
Toyota,Yaris Ativ,2025.0,1.0,0.0,1500.0,Kohuwala,Brand New,Hybrid,Automatic,Sedan,white,18500000.0
Nissan,Cefiro,1999.0,27.0,210000.0,1500.0,Gampaha,Used,Petrol,Automatic,Sedan,blue,2880000.0
Toyota,Prius,2016.0,10.0,117000.0,1800.0,Panadura,Used,Hybrid,Automatic,Liftback,white,12990000.0
Honda,Fit,2013.0,13.0,134000.0,1500.0,Negombo,Used,Petrol,Automatic,,black,7650000.0
Suzuki,Wagon R,2014.0,12.0,126000.0,650.0,Kurunegala,Used,Petrol,Automatic,Hatchback,white,5750000.0
Toyota,Premio,2008.0,18.0,128000.0,1500.0,Kandy,Used,Petrol,Automatic,Saloon,red,8500000.0
Toyota,Vitz,2007.0,19.0,226000.0,1000.0,Kurunegala,Used,Petrol,Automatic,Hatchback,silver,5185000.0
Perodua,Viva,2011.0,15.0,165810.0,1000.0,Galle,Used,Petrol,Automatic,Hatchback,silver,4190000.0
Suzuki,Swift,2008.0,18.0,0.0,1300.0,Kuliyapitiya,Used,Petrol,Manual,Convertible,silver,4700000.0
Suzuki,Wagon R,2017.0,9.0,60000.0,996.0,Kirillawala,Used,Petrol,Automatic,Hatchback,white,6375000.0
Nissan,FB 15,2002.0,24.0,154000.0,1500.0,Anuradhapura,Used,Petrol,Automatic,Saloon,silver,4800000.0
Audi,A3,2023.0,3.0,0.0,1000.0,Kiribathgoda,Brand New,Petrol,Automatic,Sedan,blue,18000000.0
Suzuki,Celerio,2015.0,11.0,56000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,white,4790000.0
Toyota,Axio,2015.0,11.0,,1500.0,Nittambuwa,Used,Hybrid,Automatic,Saloon,brown,9290000.0
Suzuki,Wagon R,2018.0,8.0,90000.0,650.0,Katunayake,Reconditioned,Petrol,Automatic,Hatchback,white,6375000.0
Toyota,Vitz,2010.0,16.0,200000.0,1300.0,Matara,Used,Petrol,Automatic,,silver,5800000.0
Suzuki,Alto,2016.0,10.0,138000.0,800.0,Beruwala,Used,Petrol,Manual,Hatchback,black,3700000.0
Suzuki,Wagon R,2025.0,1.0,0.0,650.0,Kelaniya,Brand New,Hybrid,Automatic,Hatchback,white,8750000.0
Suzuki,Alto,2009.0,17.0,184000.0,796.0,Pasyala,Used,Petrol,Manual,Hatchback,maroon,2875000.0
Toyota,Carina,2000.0,26.0,220000.0,1500.0,Monaragala,Used,Petrol,Automatic,Sedan,other,4875000.0
Suzuki,Wagon R,2014.0,12.0,97000.0,658.0,Galle,Used,Petrol,Automatic,Hatchback,black,5000000.0
Honda,Civic,2004.0,22.0,150000.0,1500.0,Wellawatta (Colombo 06),Used,Petrol,Automatic,,other,5400000.0
Suzuki,Swift,2011.0,15.0,143000.0,1200.0,Borella (Colombo 08),Used,Petrol,Manual,Saloon,silver,4200000.0
Suzuki,Alto,2014.0,12.0,125000.0,800.0,Gampaha,Used,Petrol,Manual,Hatchback,gray,3600000.0
BMW,i Series,2012.0,14.0,139000.0,2000.0,Kelaniya,Used,Petrol,Automatic,Saloon,silver,15800000.0
Audi,A3,2023.0,3.0,0.0,1984.0,Sapugaskanda,Brand New,Petrol,Automatic,Sedan,black,18950000.0
Suzuki,Swift,2004.0,22.0,119000.0,1300.0,Gampaha,Used,Petrol,Automatic,Hatchback,black,4450000.0
Toyota,Aqua,2014.0,12.0,80460.0,1500.0,Pelmadulla,Used,Hybrid,Automatic,Hatchback,yellow,7400000.0
Toyota,Belta,2010.0,16.0,131000.0,1300.0,Wennappuwa,Used,Petrol,Automatic,Sedan,gray,6375000.0
Toyota,Vitz,2015.0,11.0,170000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,black,6600000.0
Suzuki,Wagon R,2018.0,8.0,89000.0,660.0,Kegalle,Used,Hybrid,Automatic,Hatchback,purple,6950000.0
Toyota,Allion,2003.0,23.0,151000.0,1500.0,Panadura,Used,Petrol,Automatic,Saloon,silver,6800000.0
Suzuki,Swift,2003.0,23.0,241000.0,1300.0,Ampitiya,Used,Petrol,Automatic,Hatchback,white,4300000.0
Nissan,FB 15,1994.0,32.0,123456.0,1500.0,Anuradhapura,Used,Petrol,Automatic,Sedan,gray,2500000.0
Honda,Insight,2011.0,15.0,176000.0,1300.0,Galle,Used,Hybrid,Automatic,,silver,7850000.0
Nissan,Dayz,2023.0,3.0,6900.0,660.0,Kiribathgoda,Used,Petrol,Automatic,Station wagon,white,7125000.0
Toyota,Vios,2005.0,21.0,0.0,1500.0,Kollupitiya (Colombo 03),Used,Hybrid,Automatic,Sedan,black,4250000.0
Perodua,Axia,2016.0,10.0,93000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,silver,5375000.0
Nissan,FB 15,2003.0,23.0,,1000.0,Kegalle,Used,Diesel,Manual,Saloon,silver,4350000.0
Suzuki,Alto,2015.0,11.0,78625.0,800.0,Ekala,Used,Petrol,Manual,Sedan,black,3750000.0
Toyota,Passo,2008.0,18.0,150000.0,650.0,Pannipitiya,Used,Petrol,Automatic,Liftback,navy,4725000.0
Mitsubishi,eK,2023.0,3.0,100000.0,660.0,Rajagiriya,Brand New,Hybrid,Automatic,Hatchback,gray,7995000.0
Mercedes Benz,B Class,2016.0,10.0,120000.0,,Kotte,Used,Electric,Automatic,Hatchback,white,9000000.0
Micro,Panda Cross,2018.0,8.0,66800.0,1000.0,Battaramulla,Used,Petrol,Tiptronic,Hatchback,white,4500000.0
Daihatsu,Mira,2017.0,9.0,99300.0,650.0,Negombo,Used,Petrol,Automatic,Hatchback,white,5650000.0
Toyota,Axio,2017.0,9.0,198000.0,1500.0,Ambalangoda,Used,Hybrid,Automatic,,white,12100000.0
Suzuki,Maruti,2000.0,26.0,28500.0,800.0,Elpitiya,Used,Petrol,Manual,Hatchback,maroon,1650000.0
Suzuki,Wagon R,2018.0,8.0,115000.0,650.0,Kollupitiya (Colombo 03),Used,Petrol,Automatic,,black,6650000.0
Nissan,Dayz,2023.0,3.0,7660.0,660.0,Kurunegala,Reconditioned,Petrol,Automatic,,blue,8150000.0
Toyota,Premio,2015.0,11.0,145000.0,,Kollupitiya (Colombo 03),Used,Petrol,Automatic,Saloon,maroon,12300000.0
Suzuki,Alto,2006.0,20.0,123456.0,800.0,Kurunegala,Used,Petrol,Manual,Convertible,white,2650000.0
Suzuki,Wagon R,2014.0,12.0,205000.0,650.0,Tangalla,Used,Petrol,Automatic,,white,5200000.0
Suzuki,Alto,2013.0,13.0,0.0,800.0,Horana,Used,Petrol,Manual,Hatchback,other,3500000.0
Suzuki,Alto,2014.0,12.0,170000.0,800.0,Kandy,Used,Petrol,Manual,Hatchback,black,3575000.0
Nissan,Roox,2025.0,1.0,200.0,660.0,Negombo,Brand New,Petrol,Automatic,Liftback,white,9250000.0
Toyota,Allion,2016.0,10.0,160000.0,1490.0,Borella (Colombo 08),Used,Petrol,Automatic,Sedan,black,12800000.0
Micro,Panda Cross,2013.0,13.0,0.0,1300.0,Panadura,Used,Petrol,Manual,Hatchback,silver,2995000.0
Honda,Civic,2003.0,23.0,195000.0,1500.0,Kandy,Used,Petrol,Automatic,Sedan,red,4900000.0
Suzuki,Swift,2000.0,26.0,180000.0,1300.0,Nugegoda,Used,Petrol,Automatic,Hatchback,blue,3700000.0
Toyota,Prius,2016.0,10.0,138000.0,1800.0,Hokandara,Used,Petrol,Automatic,Hatchback,white,14000000.0
Toyota,Yaris,2006.0,20.0,190000.0,1300.0,Dehiwala,Used,Petrol,Automatic,Saloon,red,6000000.0
Austin,Mini,,,200000.0,1000.0,Matale,Used,Petrol,Manual,Hatchback,black,2600000.0
Nissan,Sunny,2004.0,22.0,280000.0,1300.0,Piliyandala,Used,Petrol,Manual,Saloon,green,4060000.0
Daihatsu,Mira,2023.0,3.0,5000.0,660.0,Negombo,Reconditioned,Petrol,Automatic,,black,6900000.0
Toyota,Prius,2010.0,16.0,100000.0,1200.0,Rajagiriya,Used,Petrol,Other,Hatchback,blue,8600000.0
Suzuki,Wagon R,2024.0,2.0,12400.0,660.0,Kohuwala,Used,Hybrid,Automatic,Station wagon,brown,7950000.0
Toyota,Sprinter,2000.0,26.0,0.0,1500.0,Athurugiriya,Used,Petrol,Automatic,Saloon,gray,4500000.0
Toyota,Aqua,2013.0,13.0,124000.0,1459.0,Rajagiriya,Used,Hybrid,Automatic,Hatchback,white,6800000.0
Nissan,Roox,2016.0,10.0,0.0,659.0,Kandy,Used,Petrol,Automatic,Hatchback,white,6800000.0
Toyota,Vitz,2013.0,13.0,141000.0,960.0,Homagama,Used,Petrol,Automatic,Hatchback,white,6075000.0
Honda,City,2001.0,25.0,22000.0,1500.0,Anuradhapura,Used,Petrol,Manual,Saloon,gray,3900000.0
Tata,Indica,2015.0,11.0,112000.0,1200.0,Batticaloa,Used,Petrol,Manual,Hatchback,maroon,2700000.0
Hyundai,Santro,2004.0,22.0,197000.0,760.0,Kadawatha,Used,Petrol,Manual,Hatchback,gray,2400000.0
Honda,N WGN,2017.0,9.0,30250.0,650.0,Kalutara,Used,Petrol,Automatic,Station wagon,green,6250000.0
BMW,X Series,2018.0,8.0,150000.0,1500.0,Delgoda,Used,Petrol,Automatic,,white,18200000.0
Toyota,Axio,2015.0,11.0,160000.0,1500.0,Wattala,Used,Hybrid,Automatic,Saloon,white,9950000.0
Mitsubishi,Lancer,1992.0,34.0,253000.0,2000.0,Moratuwa,Used,Diesel,Manual,Sedan,black,1460000.0
Mercedes Benz,S Class,2014.0,12.0,90000.0,3000.0,Kohuwala,Used,Petrol,Automatic,Sedan,white,37500000.0
Micro,MX7,2012.0,14.0,68700.0,1500.0,Piliyandala,Used,Petrol,Manual,Sedan,gray,3475000.0
Mitsubishi,eK,2023.0,3.0,6600.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,silver,6850000.0
Toyota,Premio,2019.0,7.0,113000.0,1500.0,Wellawatta (Colombo 06),Used,Petrol,Automatic,Liftback,white,16700000.0
Toyota,Sprinter,1999.0,27.0,302000.0,2000.0,Dehiwala,Used,Diesel,Manual,Saloon,silver,3650000.0
Suzuki,Wagon R,2015.0,11.0,120000.0,650.0,Hambantota,Used,Hybrid,Manual,Sedan,white,5700000.0
Tata,Indica,2005.0,21.0,261000.0,1200.0,Kaduruwela,Used,Petrol,Manual,Liftback,red,1750000.0
Suzuki,Alto,2016.0,10.0,0.0,800.0,Anuradhapura,Used,Petrol,Manual,Hatchback,other,4500000.0
Nissan,Note,2024.0,2.0,8200.0,1200.0,Kadawatha,Used,Hybrid,Automatic,Hatchback,gray,12890000.0
Suzuki,Wagon R,2024.0,2.0,0.0,600.0,Kuliyapitiya,Brand New,Hybrid,Automatic,Liftback,gray,7300000.0
Suzuki,Celerio,2016.0,10.0,150000.0,996.0,Kadawatha,Used,Petrol,Automatic,Liftback,yellow,4575000.0
Toyota,Allion,2008.0,18.0,178000.0,1500.0,Maharagama,Used,Petrol,Automatic,,silver,8650000.0
Mitsubishi,Lancer,2008.0,18.0,91000.0,1300.0,Ambalangoda,Used,Petrol,Manual,Sedan,silver,5990000.0
Nissan,N 16,2004.0,22.0,0.0,1500.0,Maharagama,Used,Petrol,Automatic,Saloon,maroon,4000000.0
Nissan,Sunny,2002.0,24.0,170000.0,1500.0,Minuwangoda,Used,Petrol,Automatic,Saloon,gray,4580000.0
Toyota,Axio,2015.0,11.0,115000.0,1500.0,Bombuwala,Used,Hybrid,Automatic,Saloon,maroon,9400000.0
Toyota,Vitz,2015.0,11.0,128000.0,960.0,Athurugiriya,Used,Petrol,Automatic,Hatchback,black,7800000.0
Honda,City,2025.0,1.0,135.0,1000.0,Kollupitiya (Colombo 03),Brand New,Petrol,Tiptronic,Sedan,gray,13500000.0
Suzuki,Spacia,2016.0,10.0,131000.0,660.0,Dehiwala,Used,Petrol,Automatic,Hatchback,purple,6385000.0
Suzuki,Spacia,2018.0,8.0,51000.0,650.0,Kurunegala,Used,Hybrid,Automatic,Station wagon,red,6795000.0
Suzuki,Celerio,2018.0,8.0,64000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,white,5725000.0
Toyota,Mark II,1996.0,30.0,280000.0,2440.0,Anuradhapura,Used,Diesel,Automatic,Saloon,maroon,4200000.0
Renault,KWID,2018.0,8.0,89000.0,800.0,Ja-Ela,Used,Petrol,Manual,Hatchback,red,3800000.0
Toyota,Axio,2016.0,10.0,120000.0,1500.0,Nugegoda,Used,Hybrid,Automatic,Saloon,white,10250000.0
Suzuki,Cultus,1995.0,31.0,114000.0,1300.0,Kalubowila,Used,Petrol,Manual,Hatchback,other,2700000.0
Toyota,Passo,2023.0,3.0,6600.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,brown,8100000.0
Suzuki,Alto,2010.0,16.0,0.0,800.0,Ragama,Used,Petrol,Manual,Hatchback,other,2925000.0
Suzuki,Swift,2017.0,9.0,77000.0,1000.0,Bandaragama,Used,Petrol,Automatic,Hatchback,gray,7950000.0
Peugeot,206,2005.0,21.0,75000.0,1300.0,Nittambuwa,Used,Petrol,Other,Hatchback,green,3200000.0
Toyota,Axio,2018.0,8.0,116500.0,1490.0,Attanagalla,Used,Hybrid,Automatic,Saloon,white,12000000.0
Nissan,Sunny,1996.0,30.0,235000.0,1300.0,Malabe,Used,Petrol,Automatic,Hatchback,brown,2890000.0
Volkswagen,Beetle,2017.0,9.0,101000.0,1200.0,Nugegoda,Used,Petrol,Automatic,Sedan,other,13200000.0
Toyota,Premio,2014.0,12.0,106000.0,1500.0,Monaragala,Used,Petrol,Automatic,Liftback,white,11700000.0
Toyota,Vitz,2007.0,19.0,150000.0,1000.0,Dehiwala,Used,Petrol,Automatic,Liftback,white,5375000.0
Toyota,Vitz,2016.0,10.0,85000.0,1000.0,Kuliyapitiya,Used,Petrol,Automatic,Hatchback,white,7500000.0
Suzuki,Alto,2008.0,18.0,202000.0,800.0,Kotagala,Used,Petrol,Manual,Hatchback,red,2700000.0
Honda,N BOX,2026.0,0.0,6600.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,gray,7575000.0
Suzuki,Swift,2007.0,19.0,137424.0,1300.0,Dehiwala,Used,Petrol,Automatic,Hatchback,blue,5175000.0
Toyota,Vitz,2007.0,19.0,160000.0,650.0,Alutgama,Used,Petrol,Automatic,Hatchback,silver,5350000.0
Micro,Panda,2018.0,8.0,75000.0,1300.0,Nugegoda,Used,Petrol,Other,Liftback,white,4300000.0
Suzuki,Alto,2015.0,11.0,119000.0,796.0,Delgoda,Used,Petrol,Manual,Hatchback,silver,3900000.0
Nissan,Roox,2024.0,2.0,0.0,660.0,Bellanwila,Brand New,Hybrid,Automatic,Station wagon,gray,8675000.0
Suzuki,Wagon R,2015.0,11.0,80000.0,650.0,Matara,Reconditioned,Petrol,Automatic,Hatchback,blue,5375000.0
Suzuki,Alto,2015.0,11.0,130000.0,800.0,Kotte,Used,Petrol,Manual,Hatchback,white,3750000.0
Suzuki,Celerio,2015.0,11.0,122000.0,1000.0,Akarawita,Used,Petrol,Tiptronic,Hatchback,red,4800000.0
Perodua,Viva,2013.0,13.0,140000.0,1000.0,Battaramulla,Used,Petrol,Automatic,Hatchback,black,4300000.0
Daihatsu,Taft,2024.0,2.0,0.0,660.0,Wattala,Brand New,Petrol,Automatic,Hatchback,green,7600000.0
Suzuki,Alto,2012.0,14.0,0.0,800.0,Kaduruwela,Used,Petrol,Manual,Hatchback,other,3100000.0
Mitsubishi,Lancer,2004.0,22.0,250000.0,1300.0,Anuradhapura,Used,Petrol,Automatic,Convertible,navy,6800000.0
Suzuki,Celerio,2014.0,12.0,103000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,red,4675000.0
Honda,Civic,2008.0,18.0,120000.0,1600.0,Peradeniya,Used,Petrol,Automatic,Sedan,black,5500000.0
Suzuki,Celerio,2018.0,8.0,64000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,red,5390000.0
Suzuki,Wagon R,2025.0,1.0,2700.0,650.0,Yakkala,Reconditioned,Petrol,Automatic,Hatchback,silver,7650000.0
Suzuki,Alto,2004.0,22.0,18100.0,650.0,Nikaweratiya,Used,Petrol,Automatic,Hatchback,white,3525000.0
Mazda,Axela,2007.0,19.0,149700.0,2007.0,Malabe,Used,Petrol,Automatic,Saloon,white,6075000.0
Toyota,Vitz,2018.0,8.0,58000.0,996.0,Kandy,Used,Petrol,Automatic,Hatchback,gray,7950000.0
Daihatsu,Taft,2025.0,1.0,3500.0,690.0,Kurunegala,Brand New,Hybrid,Automatic,Hatchback,green,7850000.0
BMW,M Series,2017.0,9.0,65000.0,1500.0,Cinnamon Garden (Colombo 07),Used,Petrol,Automatic,Saloon,white,20500000.0
Suzuki,Alto,2017.0,9.0,185000.0,796.0,Kosgoda,Used,Petrol,Manual,Hatchback,white,4875000.0
Micro,Panda,2018.0,8.0,65600.0,1000.0,Kaleliya,Used,Petrol,Tiptronic,Hatchback,black,3850000.0
Toyota,Corolla,1996.0,30.0,190000.0,1970.0,Pelmadulla,Used,Diesel,Automatic,Sedan,white,2990000.0
Nissan,Primera,2001.0,25.0,140000.0,1800.0,Kegalle,Used,Petrol,Automatic,Sedan,blue,3700000.0
Suzuki,Spacia,2024.0,2.0,0.0,650.0,Kurunegala,Brand New,Hybrid,Automatic,,gray,9600000.0
Suzuki,Wagon R,2025.0,1.0,0.0,660.0,Moratuwa,Brand New,Petrol,Automatic,Station wagon,white,9950000.0
Daihatsu,Charade,1990.0,36.0,14000.0,1000.0,Kandy,Used,Petrol,Manual,Hatchback,white,1550000.0
Suzuki,Spacia,2017.0,9.0,150200.0,660.0,Anuradhapura,Used,Petrol,Automatic,Liftback,white,6700000.0
Nissan,AD Wagon,1999.0,27.0,100000.0,1290.0,Badulla,Used,Petrol,Automatic,,white,3250000.0
Toyota,Vitz,2007.0,19.0,128000.0,1000.0,Akurana,Used,Petrol,Automatic,Hatchback,white,5400000.0
Suzuki,Wagon R,2018.0,8.0,61000.0,658.0,Batticaloa,Used,Petrol,Automatic,Hatchback,white,6950000.0
Mazda,Flair,2015.0,11.0,128000.0,650.0,Ratnapura,Used,Petrol,Automatic,Hatchback,black,5100000.0
Toyota,Yaris Ativ,2017.0,9.0,85000.0,1329.0,Kadawatha,Used,Petrol,Manual,Saloon,black,8975000.0
Suzuki,Wagon R,2016.0,10.0,96000.0,650.0,Piliyandala,Used,Hybrid,Automatic,,white,5790000.0
Suzuki,Celerio,2019.0,7.0,78000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,white,5790000.0
Toyota,Belta,2007.0,19.0,116500.0,1000.0,Matara,Used,Petrol,Automatic,Saloon,silver,5950000.0
Toyota,Pixis,2018.0,8.0,55000.0,960.0,Negombo,Used,Petrol,Manual,Hatchback,white,5675000.0
Daihatsu,Taft,2024.0,2.0,0.0,660.0,Homagama,Brand New,Petrol,Automatic,Hatchback,green,8050000.0
Daihatsu,Mira,2024.0,2.0,2000.0,658.0,Minuwangoda,Reconditioned,Petrol,Automatic,Liftback,white,6300000.0
Datsun,Redi Go,2016.0,10.0,47090.0,800.0,Padukka,Used,Petrol,Manual,Hatchback,green,3350000.0
Perodua,Viva,2010.0,16.0,114000.0,1000.0,Gampaha,Used,Petrol,Automatic,Hatchback,blue,4200000.0
Honda,Grace,2016.0,10.0,96000.0,1490.0,Kalutara,Used,Hybrid,Automatic,Saloon,red,9000000.0
Toyota,Aqua,2013.0,13.0,216000.0,1490.0,Anuradhapura,Used,Hybrid,Automatic,Hatchback,black,6950000.0
Toyota,Prius,2014.0,12.0,175000.0,1799.0,Kandy,Used,Hybrid,Automatic,Hatchback,black,10500000.0
Suzuki,Maruti,2007.0,19.0,92000.0,800.0,Homagama,Used,Petrol,Manual,Liftback,blue,2150000.0
Toyota,Vitz,2018.0,8.0,68000.0,990.0,Kandana,Used,Hybrid,Automatic,Hatchback,gray,4100000.0
Perodua,Viva,2011.0,15.0,0.0,660.0,Kaduwela,Used,Petrol,Automatic,Liftback,white,3650000.0
Peugeot,306,1999.0,27.0,0.0,1300.0,Pilimatalawa,Used,Petrol,Manual,,black,1275000.0
Daihatsu,Mira,2003.0,23.0,151000.0,650.0,Malabe,Used,Petrol,Automatic,Hatchback,blue,3690000.0
Honda,Aria,2008.0,18.0,199000.0,1500.0,Anuradhapura,Used,Petrol,Automatic,Saloon,gray,5100000.0
Suzuki,Alto,2010.0,16.0,0.0,800.0,Kirulapone,Reconditioned,Petrol,Manual,Hatchback,black,3500000.0
Toyota,Allion,2007.0,19.0,260000.0,1500.0,Homagama,Used,Petrol,Automatic,Sedan,red,7800000.0
Suzuki,Alto,2015.0,11.0,50000.0,800.0,Kadawatha,Used,Petrol,Manual,Hatchback,black,3775000.0
Suzuki,Hustler,2017.0,9.0,125112.0,660.0,Ja-Ela,Used,Petrol,Automatic,,red,5600000.0
Toyota,Aqua,2012.0,14.0,132000.0,1500.0,Kiribathgoda,Used,Hybrid,Automatic,Hatchback,blue,6800000.0
Toyota,Axio,2017.0,9.0,180000.0,1469.0,Slave Island (Colombo 02),Used,Petrol,Automatic,Saloon,blue,10200000.0
Honda,Fit,2015.0,11.0,123.0,,Moratuwa,Used,Hybrid,Automatic,Saloon,blue,8975000.0
Suzuki,Wagon R,2025.0,1.0,0.0,650.0,Polonnaruwa,Brand New,Hybrid,Automatic,Hatchback,white,8800000.0
Toyota,Axio,2008.0,18.0,154000.0,1800.0,Matugama,Used,Petrol,Automatic,Saloon,white,7850000.0
Suzuki,Swift,2004.0,22.0,154000.0,1300.0,Panadura,Used,Petrol,Automatic,Hatchback,beige,3875000.0
Audi,A3,2023.0,3.0,19500.0,1000.0,Kiribathgoda,Reconditioned,Petrol,Automatic,Saloon,blue,18500000.0
Honda,Civic,2018.0,8.0,105000.0,1000.0,Ja-Ela,Used,Petrol,Automatic,Hatchback,blue,12000000.0
Zotye,Z100,2017.0,9.0,37000.0,1000.0,Horana,Used,Petrol,Manual,Hatchback,red,3145000.0
Suzuki,Alto,2014.0,12.0,200000.0,800.0,Kundasale,Used,Petrol,Manual,Hatchback,gray,3700000.0
Toyota,Premio,2015.0,11.0,200000.0,1500.0,Borella (Colombo 08),Used,Petrol,Automatic,Saloon,maroon,12950000.0
Toyota,Premio,2012.0,14.0,96000.0,1500.0,Agaliya,Used,Petrol,Manual,Hatchback,white,8750000.0
Toyota,Aqua,2015.0,11.0,139000.0,1500.0,Katugastota,Used,Petrol,Automatic,Hatchback,black,8100000.0
Nissan,Bluebird,2000.0,26.0,169000.0,1800.0,Ukuwela,Used,Petrol,Automatic,Sedan,maroon,4200000.0
Toyota,Passo,2015.0,11.0,115500.0,996.0,Kadawatha,Used,Petrol,Automatic,Hatchback,blue,6850000.0
Hyundai,Eon,2018.0,8.0,65000.0,814.0,Kelaniya,Used,Petrol,Manual,Saloon,gray,4500000.0
Suzuki,Wagon R,2017.0,9.0,160000.0,,Negombo,Used,Petrol,Automatic,,white,6000000.0
Suzuki,Swift,2004.0,22.0,187654.0,1300.0,Katunayake,Used,Petrol,Automatic,Hatchback,white,4150000.0
Mitsubishi,Lancer,1997.0,29.0,0.0,1300.0,Alahengama,Used,Petrol,Manual,Saloon,red,4050000.0
Mitsubishi,i-MiEV,2013.0,13.0,90000.0,600.0,Kiribathgoda,Used,Electric,Automatic,Saloon,white,3500000.0
Toyota,Yaris,2022.0,4.0,22000.0,1000.0,Borella (Colombo 08),Brand New,Petrol,Automatic,Hatchback,white,9200000.0
Suzuki,Wagon R,2025.0,1.0,0.0,650.0,Nittambuwa,Brand New,Hybrid,Automatic,Station wagon,black,8390000.0
Renault,KWID,2016.0,10.0,120724.0,800.0,Moratuwa,Used,Petrol,Manual,Hatchback,white,3785000.0
KIA,Rio,2002.0,24.0,150000.0,1500.0,Narahenpita (Colombo 05),Used,Petrol,Automatic,Hatchback,silver,2550000.0
Toyota,Allion,2010.0,16.0,121000.0,1500.0,Panadura,Used,Petrol,Automatic,Saloon,maroon,8900000.0
Suzuki,Alto,2015.0,11.0,60000.0,800.0,Nittambuwa,Used,Petrol,Manual,Hatchback,silver,3750000.0
Micro,Panda,2018.0,8.0,52000.0,1000.0,Godagama,Used,Petrol,Manual,Hatchback,other,4000000.0
Suzuki,Wagon R,2017.0,9.0,87000.0,1500.0,Boralesgamuwa,Used,Hybrid,Automatic,Liftback,black,5800000.0
Honda,Fit,2015.0,11.0,146152.0,1500.0,Bandaragama,Used,Hybrid,Automatic,Hatchback,silver,8300000.0
Suzuki,Swift,2005.0,21.0,222000.0,1500.0,Ruwanwella,Used,Petrol,Tiptronic,Hatchback,white,4290000.0
Toyota,Platz,2001.0,25.0,0.0,1000.0,Horana,Used,Petrol,Automatic,,black,3900000.0
Toyota,Aqua,2014.0,12.0,148000.0,1496.0,Galle,Used,Petrol,Automatic,Hatchback,white,7650000.0
