Brand,Model_Name,Model_Year,Vehicle_Age,Mileage_km,Engine_Capacity,Location_District,Condition,Fuel_Type,Transmission,Body_Type,Colour
Toyota,Premio,2013.0,13.0,48900.0,1500.0,Ragama,Used,Petrol,Automatic,Saloon,white
Suzuki,Wagon R,2025.0,1.0,3500.0,690.0,Kurunegala,Brand New,Hybrid,Automatic,Hatchback,white
Nissan,March,1999.0,27.0,225000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,silver
Suzuki,Celerio,2014.0,12.0,1000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,red
Toyota,Vitz,1999.0,27.0,0.0,800.0,Kelinkanda,Used,Petrol,Automatic,Hatchback,gold
Toyota,Yaris,2007.0,19.0,134000.0,1300.0,Akurana,Used,Petrol,Manual,Hatchback,blue
Suzuki,Wagon R,2007.0,19.0,1000.0,1500.0,Piliyandala,Used,Petrol,Manual,Hatchback,white
Suzuki,Alto,2015.0,11.0,135000.0,800.0,Horana,Used,Petrol,Automatic,Hatchback,black
Nissan,Dayz,2024.0,2.0,6600.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,black
Renault,KWID,2016.0,10.0,140000.0,1000.0,Kuliyapitiya,Used,Petrol,Manual,Hatchback,red
Micro,Panda,2012.0,14.0,150000.0,1300.0,Kolonnawa,Used,Petrol,Manual,Hatchback,red
Honda,Fit,2014.0,12.0,0.0,990.0,Katugastota,Used,Petrol,Automatic,Hatchback,black
Toyota,Aqua,2023.0,3.0,20000.0,1500.0,Balapitiya,Reconditioned,Hybrid,Automatic,Hatchback,gray
Suzuki,Alto,2015.0,11.0,76000.0,800.0,Vavuniya,Used,Petrol,Automatic,Liftback,gray
Toyota,Vios,2003.0,23.0,0.0,1300.0,Buttala,Used,Petrol,Automatic,Hatchback,other
Geely,Panda,2012.0,14.0,75000.0,1300.0,Dankotuwa,Used,Petrol,Manual,Liftback,silver
Toyota,Vios,2005.0,21.0,158000.0,1500.0,Ragama,Used,Petrol,Automatic,Sedan,silver
Toyota,Corolla,2004.0,22.0,125000.0,1500.0,Kadawatha,Used,Petrol,Automatic,Saloon,white
Toyota,Corolla,1999.0,27.0,350000.0,1975.0,Malabe,Used,Diesel,Manual,Hatchback,silver
Nissan,Tiida,2008.0,18.0,181000.0,1500.0,Boralesgamuwa,Used,Petrol,Automatic,Hatchback,silver
Toyota,Prius,2012.0,14.0,160000.0,,Dehiwala,Used,Hybrid,Automatic,Hatchback,white
Nissan,Dayz,2025.0,1.0,350.0,658.0,Narammala,Brand New,Hybrid,Automatic,Hatchback,black
Toyota,Premio,2018.0,8.0,53995.0,1500.0,Alutwewa,Used,Petrol,Automatic,Saloon,white
Honda,Civic,2017.0,9.0,82285.0,1000.0,Telijjawila,Used,Petrol,Automatic,,silver
Suzuki,Wagon R,2018.0,8.0,0.0,800.0,Angoda,Used,Petrol,Automatic,Hatchback,black
Nissan,Bluebird,2004.0,22.0,190000.0,1490.0,Monaragala,Brand New,Petrol,Automatic,Sedan,gold
Nissan,Sunny,2002.0,24.0,139896.0,1299.0,Kotikawatta,Used,Petrol,Automatic,Saloon,white
Daihatsu,Mira,2017.0,9.0,75000.0,1300.0,Nittambuwa,Used,Petrol,Other,Hatchback,white
Suzuki,Alto,2015.0,11.0,0.0,800.0,Horagala,Used,Petrol,Manual,Hatchback,white
Toyota,Prius,2008.0,18.0,200000.0,1497.0,Galle,Used,Hybrid,Automatic,Hatchback,blue
Suzuki,Wagon R,2015.0,11.0,145000.0,1000.0,Gampola,Used,Petrol,Automatic,Hatchback,black
Suzuki,Wagon R,2017.0,9.0,160000.0,650.0,Panadura,Used,Petrol,Automatic,Hatchback,white
Suzuki,Maruti,2006.0,20.0,84585.0,800.0,Minuwangoda,Used,Petrol,Manual,Hatchback,blue
Micro,Panda,2015.0,11.0,55000.0,1000.0,Delgoda,Used,Petrol,Manual,Hatchback,white
KIA,Picanto,2018.0,8.0,59000.0,1000.0,Kalubowila,Used,Petrol,Automatic,Convertible,white
Daihatsu,Move,2016.0,10.0,78000.0,658.0,Gampaha,Used,Petrol,Automatic,Hatchback,gray
Suzuki,Alto,2015.0,11.0,125000.0,800.0,Balana,Used,Petrol,Manual,Liftback,gray
Toyota,Starlet,2000.0,26.0,75000.0,1000.0,Katugastota,Used,Petrol,Manual,Hatchback,black
Toyota,Corona,1996.0,30.0,0.0,,Anuradhapura,Used,Petrol,Automatic,Liftback,white
Toyota,Carina,1998.0,28.0,0.0,1500.0,Bingiriya,Used,Petrol,Automatic,Liftback,other
Toyota,Axio,2017.0,9.0,104500.0,1500.0,Rajagiriya,Used,Petrol,Automatic,Hatchback,white
Toyota,Axio,2025.0,1.0,0.0,1500.0,Colombo Fort (Colombo 01),Brand New,Hybrid,Automatic,,white
Toyota,Aqua,2015.0,11.0,124000.0,1500.0,Ratnapura,Used,Hybrid,Automatic,Saloon,purple
Toyota,Vitz,2008.0,18.0,120000.0,1000.0,Kaleliya,Used,Petrol,Automatic,Hatchback,white
Hyundai,Accent,2001.0,25.0,210000.0,1500.0,Veyangoda,Used,Petrol,Manual,Sedan,brown
Nissan,Sunny,1996.0,30.0,215000.0,1970.0,Matugama,Used,Diesel,Automatic,Saloon,silver
Toyota,Premio,2010.0,16.0,118000.0,1500.0,Kandy,Used,Petrol,Automatic,Hatchback,black
Toyota,Corona,1998.0,28.0,180000.0,1600.0,Ragama,Used,Petrol,Automatic,Sedan,white
Toyota,Corolla,2002.0,24.0,123456.0,1500.0,Monaragala,Used,Petrol,Automatic,Saloon,gray
Suzuki,Alto,2024.0,2.0,1200.0,650.0,Nittambuwa,Reconditioned,Hybrid,Automatic,Hatchback,gray
Toyota,Corolla,2000.0,26.0,198000.0,1500.0,Athurugiriya,Used,Petrol,Automatic,Sedan,white
Nissan,Dayz,2017.0,9.0,64000.0,660.0,Ja-Ela,Used,Petrol,Automatic,Station wagon,red
Mercedes Benz,E Class,2015.0,11.0,120000.0,2143.0,Ratmalana,Used,Diesel,Automatic,Saloon,silver
Suzuki,Wagon R,2025.0,1.0,0.0,650.0,Kottawa,Brand New,Hybrid,Automatic,Station wagon,blue
Toyota,Yaris,2025.0,1.0,0.0,1000.0,Wattala,Brand New,Petrol,Automatic,Hatchback,white
Toyota,Yaris,2023.0,3.0,0.0,1200.0,Kandana,Brand New,Petrol,Automatic,Hatchback,white
Suzuki,Wagon R,2017.0,9.0,160000.0,790.0,Moratuwa,Used,Petrol,Automatic,Hatchback,white
Nissan,AD Wagon,2009.0,17.0,150000.0,1499.0,Negombo,Used,Petrol,Automatic,Hatchback,silver
Suzuki,Swift,2003.0,23.0,125250.0,1300.0,Ganemulla,Used,Petrol,Automatic,Hatchback,silver
Nissan,Sunny,2002.0,24.0,210000.0,1490.0,Anuradhapura,Used,Petrol,Manual,Sedan,blue
Nissan,March,2002.0,24.0,149000.0,1000.0,Ragama,Used,Petrol,Automatic,Liftback,red
Honda,Grace,2015.0,11.0,0.0,1300.0,Mudungoda,Used,Petrol,Automatic,Liftback,black
Toyota,Corona,1990.0,36.0,180000.0,1970.0,Kahathuduwa,Used,Diesel,Manual,Hatchback,green
Suzuki,Alto,2003.0,23.0,150000.0,660.0,Panadura,Used,Petrol,Automatic,Liftback,white
Nissan,Sunny,1994.0,32.0,1200.0,1500.0,Kurunegala,Used,Petrol,Manual,Saloon,gray
Toyota,Passo,2023.0,3.0,4000.0,1000.0,Katugastota,Reconditioned,Hybrid,Automatic,Hatchback,maroon
Suzuki,Celerio,2015.0,11.0,73428.0,998.0,Nugegoda,Used,Petrol,Manual,Liftback,beige
Honda,Civic,2018.0,8.0,84000.0,1000.0,Pannipitiya,Used,Petrol,Automatic,Saloon,black
Toyota,Starlet,1993.0,33.0,140000.0,1330.0,Homagama,Used,Petrol,Manual,Hatchback,white
Toyota,Corolla,2008.0,18.0,110000.0,1600.0,Kandy,Used,Petrol,Automatic,Saloon,white
Daihatsu,Cast,2023.0,3.0,6600.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,brown
Suzuki,Wagon R,2018.0,8.0,75000.0,650.0,Boralesgamuwa,Used,Hybrid,Automatic,Liftback,red
Suzuki,Swift,2006.0,20.0,170000.0,1300.0,Dehiwala,Used,Petrol,Manual,Liftback,other
Suzuki,Wagon R,2003.0,23.0,129000.0,1100.0,Athurugiriya,Used,Petrol,Manual,Hatchback,silver
Toyota,Vitz,2010.0,16.0,185000.0,996.0,Kurunegala,Used,Petrol,Automatic,Hatchback,silver
Toyota,Allion,2016.0,10.0,100000.0,1500.0,Galewela,Used,Hybrid,Automatic,Saloon,white
Toyota,Carina,1992.0,34.0,23000.0,1500.0,Matugama,Used,Petrol,Manual,Saloon,white
Suzuki,Alto,2015.0,11.0,92000.0,800.0,Kegalle,Used,Petrol,Manual,Hatchback,gray
Toyota,Prius,2012.0,14.0,136000.0,1800.0,Maharagama,Used,Hybrid,Automatic,Sedan,silver
Mitsubishi,eK,2024.0,2.0,0.0,660.0,Kottawa,Brand New,Hybrid,Automatic,Liftback,black
Toyota,Wigo,2018.0,8.0,90000.0,998.0,Kurunegala,Used,Petrol,Automatic,Hatchback,red
Micro,Panda,2015.0,11.0,82000.0,1000.0,Wanela,Used,Petrol,Manual,Hatchback,orange
Suzuki,Estilo,2010.0,16.0,167000.0,1000.0,Kahawatta,Used,Petrol,Manual,Hatchback,red
Toyota,Vitz,2007.0,19.0,163000.0,1300.0,Badulla,Used,Petrol,Automatic,Station wagon,silver
Suzuki,Alto,2015.0,11.0,58000.0,650.0,Batticaloa,Used,Petrol,Manual,Hatchback,white
Honda,N BOX,2023.0,3.0,6600.0,660.0,Kottawa,Reconditioned,Petrol,Automatic,Hatchback,black
Daihatsu,Cast,2016.0,10.0,0.0,650.0,Kandy,Used,Petrol,Automatic,Hatchback,maroon
Toyota,Allion,2005.0,21.0,210000.0,1500.0,Kiribathgoda,Used,Petrol,Automatic,Liftback,white
Daihatsu,Taft,2023.0,3.0,6600.0,660.0,Kottawa,Reconditioned,Petrol,Automatic,Hatchback,purple
Suzuki,Alto,2015.0,11.0,128000.0,800.0,Colombo Fort (Colombo 01),Used,Petrol,Manual,Liftback,silver
Toyota,Yaris,2024.0,2.0,0.0,999.0,Kelaniya,Brand New,Petrol,Automatic,Hatchback,white
Toyota,Aqua,2012.0,14.0,112000.0,1490.0,Nittambuwa,Used,Hybrid,Automatic,Hatchback,orange
Suzuki,Wagon R,2025.0,1.0,35.0,650.0,Kohuwala,Brand New,Hybrid,Automatic,Hatchback,white
Toyota,Axio,2014.0,12.0,119700.0,1500.0,Ja-Ela,Used,Petrol,Automatic,Saloon,blue
Toyota,Aqua,2013.0,13.0,114000.0,1200.0,Kelaniya,Used,Petrol,Automatic,Convertible,black
Suzuki,Spacia,2024.0,2.0,11000.0,658.0,Kurunegala,Reconditioned,Petrol,Automatic,Hatchback,white
Toyota,Prius,2011.0,15.0,134500.0,1790.0,Dehiwala,Used,Hybrid,Automatic,Sedan,silver
Nissan,FB 15,2003.0,23.0,13000.0,2198.0,Dankotuwa,Used,Diesel,Automatic,Sedan,brown
Micro,Panda Cross,2013.0,13.0,131000.0,1300.0,Gothatuwa,Used,Petrol,Manual,Hatchback,white
Nissan,Magnite,2025.0,1.0,2800.0,999.0,Anuradhapura,Used,Petrol,Automatic,Hatchback,silver
Toyota,Passo,2023.0,3.0,6600.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,other
Toyota,Vitz,2017.0,9.0,93000.0,1000.0,Boralesgamuwa,Used,Petrol,Automatic,Hatchback,black
Mercedes Benz,E200,2010.0,16.0,107000.0,1797.0,Moratuwa,Used,Petrol,Automatic,Saloon,maroon
Honda,Grace,2017.0,9.0,119800.0,1500.0,Moratuwa,Used,Hybrid,Automatic,,white
Honda,Civic,2017.0,9.0,119000.0,1000.0,Baddegama,Used,Petrol,Automatic,Saloon,white
Mitsubishi,eK,2023.0,3.0,0.0,660.0,Kottawa,Brand New,Petrol,Automatic,Liftback,silver
Toyota,Vitz,2009.0,17.0,112630.0,1000.0,Malabe,Used,Petrol,Automatic,Hatchback,green
Suzuki,Wagon R,2024.0,2.0,13700.0,650.0,Veyangoda,Reconditioned,Petrol,Automatic,Station wagon,black
Toyota,Pixis,2019.0,7.0,140000.0,1000.0,Anuradhapura,Used,Petrol,Automatic,Hatchback,blue
Toyota,Vitz,2016.0,10.0,238000.0,1000.0,Adampan,Used,Petrol,Automatic,Hatchback,white
Subaru,R2,2003.0,23.0,182000.0,650.0,Moratuwa,Used,Petrol,Automatic,Hatchback,gray
Suzuki,Alto,2016.0,10.0,0.0,800.0,Balangoda,Used,Petrol,Manual,Liftback,white
Suzuki,Wagon R,2025.0,1.0,0.0,660.0,Kohuwala,Brand New,Petrol,Automatic,Hatchback,white
Suzuki,Astra,2010.0,16.0,143000.0,800.0,Kalutara,Used,Petrol,Manual,Hatchback,black
Toyota,Vitz,2017.0,9.0,166000.0,1000.0,Minuwangoda,Used,Petrol,Automatic,Hatchback,silver
Toyota,Vios,2005.0,21.0,181000.0,1500.0,Kandy,Used,Petrol,Automatic,Sedan,silver
Suzuki,Wagon R,2014.0,12.0,0.0,658.0,Kandy,Used,Hybrid,Automatic,Hatchback,silver
Perodua,Axia,2016.0,10.0,106000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,blue
Perodua,Axia,2017.0,9.0,111000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,white
Suzuki,Wagon R,2018.0,8.0,105000.0,650.0,Ratnapura,Reconditioned,Petrol,Automatic,Hatchback,red
Toyota,Premio,2017.0,9.0,135000.0,1500.0,Kurunegala,Used,Petrol,Automatic,Sedan,red
Toyota,Roomy,2023.0,3.0,18000.0,1000.0,Negombo,Brand New,Petrol,Automatic,Hatchback,blue
Daihatsu,Taft,2024.0,2.0,9900.0,660.0,Rajagiriya,Reconditioned,Petrol,Automatic,Hatchback,green
Suzuki,Celerio,2016.0,10.0,130000.0,1000.0,Ratmalana,Used,Petrol,Automatic,Liftback,red
BMW,3 Series,2000.0,26.0,139000.0,2000.0,Adampan,Used,Diesel,Manual,Saloon,green
Tata,Indigo,2015.0,11.0,110008.0,1200.0,Veyangoda,Used,Petrol,Manual,Hatchback,white
Toyota,Premio,2010.0,16.0,176000.0,1500.0,Akkaraipattu,Used,Petrol,Automatic,Liftback,white
Toyota,Yaris,2025.0,1.0,0.0,1500.0,Katugastota,Reconditioned,Hybrid,Automatic,Hatchback,black
Toyota,Yaris,2023.0,3.0,27650.0,1000.0,Negombo,Used,Petrol,Automatic,Hatchback,white
Toyota,Premio,2018.0,8.0,63000.0,1500.0,Dehiwala,Used,Petrol,Automatic,Liftback,white
Nissan,Dayz,2024.0,2.0,0.0,660.0,Colombo Fort (Colombo 01),Reconditioned,Petrol,Automatic,Hatchback,black
Toyota,Vitz,2017.0,9.0,42000.0,1000.0,Marawila,Used,Petrol,Automatic,Hatchback,white
Toyota,Passo,2008.0,18.0,125000.0,1000.0,Nugegoda,Used,Petrol,Automatic,Hatchback,silver
Toyota,Avanza,2011.0,15.0,121000.0,1500.0,Maharagama,Used,Petrol,Automatic,Station wagon,silver
Suzuki,Wagon R,2025.0,1.0,0.0,660.0,Gampaha,Brand New,Petrol,Automatic,Hatchback,white
Honda,N BOX,2023.0,3.0,1234.0,658.0,Kottawa,Brand New,Petrol,Automatic,Liftback,silver
Toyota,Vitz,2016.0,10.0,135000.0,990.0,Polonnaruwa,Used,Petrol,Automatic,Liftback,black
Micro,Panda Cross,2013.0,13.0,0.0,1300.0,Moratuwa,Used,Petrol,Manual,Sports,black
Honda,Fit,2011.0,15.0,139000.0,1330.0,Kalpitiya,Used,Hybrid,Automatic,Hatchback,green
Toyota,Corolla,2008.0,18.0,158000.0,1490.0,Yakkala,Used,Petrol,Automatic,Sedan,blue
Suzuki,Alto,2017.0,9.0,106000.0,,Mirigama,Used,Petrol,Automatic,Hatchback,silver
Toyota,Aqua,2014.0,12.0,1490.0,1490.0,Adampan,Used,Hybrid,Automatic,Hatchback,red
Nissan,FB 15,2003.0,23.0,190000.0,1490.0,Giriulla,Used,Petrol,Automatic,Saloon,silver
Chery,QQ,2010.0,16.0,125000.0,800.0,Batticaloa,Used,Petrol,Manual,Sedan,silver
Toyota,Aqua,2013.0,13.0,170000.0,1500.0,Kohuwala,Used,Petrol,Automatic,Hatchback,blue
Suzuki,Alto,2015.0,11.0,68000.0,800.0,Batticaloa,Used,Petrol,Manual,Hatchback,blue
Daihatsu,Mira,2023.0,3.0,6600.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,white
Suzuki,Maruti,2011.0,15.0,0.0,650.0,Akuressa,Used,Petrol,Manual,,maroon
Suzuki,Wagon R,2017.0,9.0,147000.0,650.0,Kandy,Used,Petrol,Automatic,Hatchback,black
Perodua,Viva,2013.0,13.0,138000.0,1000.0,Colombo Fort (Colombo 01),Used,Petrol,Automatic,Hatchback,purple
Toyota,Vitz,2007.0,19.0,188000.0,1000.0,Borella (Colombo 08),Used,Petrol,Automatic,Hatchback,black
Suzuki,Celerio,2018.0,8.0,48000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,blue
Suzuki,Wagon R,2018.0,8.0,75000.0,650.0,Batticaloa,Used,Hybrid,Automatic,Sedan,white
Toyota,Prius,2013.0,13.0,187000.0,1800.0,Hungama,Used,Petrol,Automatic,Hatchback,black
Toyota,Premio,2010.0,16.0,235000.0,1790.0,Borella (Colombo 08),Used,Petrol,Automatic,Saloon,silver
Datsun,Redi Go,2016.0,10.0,47200.0,800.0,Padukka,Used,Petrol,Manual,Hatchback,green
Nissan,Roox,2024.0,2.0,0.0,1200.0,Dehiwala,Brand New,Petrol,Automatic,,red
Daihatsu,Mira,2025.0,1.0,3000.0,658.0,Anuradhapura,Brand New,Petrol,Automatic,,silver
Daihatsu,Mira,2024.0,2.0,6600.0,660.0,Colombo Fort (Colombo 01),Reconditioned,Petrol,Automatic,Hatchback,silver
Mitsubishi,eK,2025.0,1.0,0.0,650.0,Colombo Fort (Colombo 01),Brand New,Petrol,Automatic,Hatchback,silver
Suzuki,Wagon R,2017.0,9.0,120000.0,650.0,Katana,Used,Petrol,Automatic,Hatchback,brown
Chevrolet,Aveo,2011.0,15.0,150000.0,1200.0,Matale,Used,Petrol,Manual,Saloon,red
Mitsubishi,Lancer,2003.0,23.0,100000.0,1300.0,Mahiyanganaya,Used,Petrol,Manual,Saloon,black
Toyota,Passo,2025.0,1.0,0.0,1000.0,Maspotha,Brand New,Petrol,Automatic,Hatchback,other
Suzuki,Wagon R,2025.0,1.0,6800.0,650.0,Mattakkuliya (Colombo 15),Brand New,Petrol,Automatic,Hatchback,white
Perodua,Kelisa,2004.0,22.0,134000.0,1000.0,Piliyandala,Used,Petrol,Automatic,Hatchback,silver
Honda,Fit,2013.0,13.0,118000.0,1500.0,Kandy,Used,Petrol,Automatic,Hatchback,yellow
Toyota,Axio,2018.0,8.0,125000.0,1500.0,Boralesgamuwa,Used,Hybrid,Automatic,Saloon,red
Toyota,Prius,2013.0,13.0,0.0,1500.0,Alutgama,Used,Hybrid,Automatic,,white
Suzuki,Swift,2002.0,24.0,200274.0,1320.0,Kegalle,Used,Petrol,Automatic,Hatchback,red
Suzuki,Wagon R,2018.0,8.0,94000.0,650.0,Kurunegala,Used,Petrol,Automatic,Hatchback,white
Toyota,Premio,2005.0,21.0,0.0,1496.0,Kandy,Used,Petrol,Automatic,Sedan,blue
Toyota,Yaris,2023.0,3.0,6500.0,1000.0,Kelaniya,Brand New,Petrol,Automatic,Liftback,red
Suzuki,Wagon R,2017.0,9.0,60000.0,650.0,Marawila,Used,Hybrid,Automatic,Hatchback,silver
Mitsubishi,eK,2023.0,3.0,6600.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,black
Honda,N BOX,2023.0,3.0,0.0,658.0,Kandy,Brand New,Petrol,Automatic,Hatchback,white
Toyota,Aqua,2014.0,12.0,93000.0,1496.0,Ragama,Used,Petrol,Automatic,Hatchback,white
Suzuki,Wagon R,2017.0,9.0,90930.0,650.0,Moratuwa,Used,Hybrid,Automatic,Hatchback,maroon
Toyota,Corolla,1996.0,30.0,0.0,1500.0,Horana,Used,Petrol,Manual,,white
Toyota,Axio,2018.0,8.0,145000.0,1500.0,Nittambuwa,Used,Hybrid,Automatic,,white
Suzuki,Wagon R,2017.0,9.0,115000.0,660.0,Sooriyawewa Town,Used,Petrol,Automatic,Hatchback,gray
Toyota,Prius,2012.0,14.0,216000.0,1800.0,Maharagama,Used,Petrol,Automatic,Sedan,silver
Suzuki,Spacia,2024.0,2.0,0.0,650.0,Panadura,Reconditioned,Hybrid,Automatic,Hatchback,white
Toyota,Vitz,2019.0,7.0,26000.0,1000.0,Kohuwala,Used,Petrol,Automatic,Hatchback,red
Micro,Panda,2014.0,12.0,85000.0,1300.0,Kahathuduwa,Used,Petrol,Manual,Hatchback,red
Toyota,Corolla,1995.0,31.0,295000.0,1500.0,Katugastota,Used,Petrol,Manual,Hatchback,silver
Suzuki,Alto,2015.0,11.0,180000.0,880.0,Maharagama,Used,Petrol,Manual,Hatchback,silver
Ford,Laser,1993.0,33.0,265000.0,1300.0,Wattala,Used,Petrol,Manual,Sedan,maroon
Suzuki,Wagon R,2023.0,3.0,3180.0,660.0,Rambukkana,Brand New,Petrol,Automatic,Hatchback,white
KIA,Mentor,2000.0,26.0,65000.0,1500.0,Ja-Ela,Used,Petrol,Automatic,Saloon,black
Toyota,Vitz,2017.0,9.0,46000.0,1000.0,Ja-Ela,Used,Petrol,Automatic,,white
Nissan,Pulsar,2004.0,22.0,0.0,1500.0,Pannala,Used,Petrol,Manual,Sports,white
Suzuki,Wagon R,2017.0,9.0,92000.0,650.0,Bambalapitiya (Colombo 04),Used,Petrol,Automatic,Hatchback,gray
Suzuki,Alto,2015.0,11.0,110000.0,800.0,Minuwangoda,Used,Petrol,Manual,Saloon,gray
Toyota,Vitz,2018.0,8.0,75000.0,1000.0,Karapitiya,Used,Petrol,Automatic,Hatchback,white
Daihatsu,Mira,2024.0,2.0,2500.0,690.0,Kurunegala,Brand New,Hybrid,Automatic,Hatchback,red
Suzuki,Celerio,2015.0,11.0,161000.0,1000.0,Adampan,Used,Petrol,Manual,Hatchback,gray
Toyota,Allion,2012.0,14.0,182000.0,1490.0,Gampaha,Used,Petrol,Automatic,Saloon,other
Suzuki,Wagon R,2018.0,8.0,61000.0,650.0,Malabe,Used,Petrol,Automatic,Hatchback,black
Nissan,Primera,2001.0,25.0,128887.0,1990.0,Galle,Used,Petrol,Automatic,Saloon,gold
Suzuki,Maruti,2006.0,20.0,45000.0,796.0,Dehiowita,Used,Petrol,Manual,Hatchback,maroon
Suzuki,A Star,2010.0,16.0,137000.0,998.0,Polgolla,Used,Petrol,Manual,Hatchback,silver
Toyota,Corolla,1990.0,36.0,294000.0,1390.0,Kandy,Used,Petrol,Manual,Saloon,white
Mercedes Benz,C200,2025.0,1.0,0.0,1500.0,Kohuwala,Brand New,Petrol,Automatic,Sedan,black
Daihatsu,Move,2017.0,9.0,90000.0,650.0,Pepiliyana,Used,Petrol,Automatic,Hatchback,yellow
Daihatsu,Tanto,2017.0,9.0,0.0,1000.0,Murunkan,Used,Petrol,Automatic,Liftback,red
Suzuki,Spacia,2024.0,2.0,200.0,650.0,Kurunegala,Brand New,Hybrid,Automatic,,black
BMW,5 Series,1998.0,28.0,174500.0,,Dehiwala,Used,Petrol,Automatic,Hatchback,red
Toyota,Allion,2007.0,19.0,0.0,1500.0,Kurunegala,Used,Petrol,Manual,Convertible,white
Honda,Insight,2010.0,16.0,155000.0,1500.0,Alutgama,Used,Petrol,Automatic,Liftback,red
BMW,3 Series,2016.0,10.0,75000.0,1500.0,Kohuwala,Used,Petrol,Automatic,Saloon,white
Honda,N BOX,2023.0,3.0,6600.0,660.0,Kottawa,Reconditioned,Petrol,Automatic,Hatchback,black
Suzuki,Celerio,2015.0,11.0,60000.0,1000.0,Moratuwa,Used,Petrol,Automatic,Hatchback,gray
Perodua,Kenari,2007.0,19.0,0.0,1000.0,Panadura,Used,Petrol,Automatic,Liftback,black
Toyota,Premio,2019.0,7.0,113000.0,1500.0,Colombo Fort (Colombo 01),Used,Petrol,Automatic,Liftback,white
Suzuki,Zen,2004.0,22.0,130000.0,1000.0,Galewela,Used,Petrol,Manual,Hatchback,silver
Perodua,Axia,2016.0,10.0,71000.0,1000.0,Katuwawala,Used,Petrol,Automatic,Hatchback,white
Suzuki,Celerio,2015.0,11.0,130000.0,960.0,Colombo Fort (Colombo 01),Used,Petrol,Automatic,Hatchback,yellow
Toyota,Yaris Ativ,2025.0,1.0,0.0,1500.0,Kohuwala,Brand New,Hybrid,Automatic,Sedan,white
Nissan,Cefiro,1999.0,27.0,210000.0,1500.0,Gampaha,Used,Petrol,Automatic,Sedan,blue
Toyota,Prius,2016.0,10.0,117000.0,1800.0,Panadura,Used,Hybrid,Automatic,Liftback,white
Honda,Fit,2013.0,13.0,134000.0,1500.0,Negombo,Used,Petrol,Automatic,,black
Suzuki,Wagon R,2014.0,12.0,126000.0,650.0,Kurunegala,Used,Petrol,Automatic,Hatchback,white
Toyota,Premio,2008.0,18.0,128000.0,1500.0,Kandy,Used,Petrol,Automatic,Saloon,red
Toyota,Vitz,2007.0,19.0,226000.0,1000.0,Kurunegala,Used,Petrol,Automatic,Hatchback,silver
Perodua,Viva,2011.0,15.0,165810.0,1000.0,Galle,Used,Petrol,Automatic,Hatchback,silver
Suzuki,Swift,2008.0,18.0,0.0,1300.0,Kuliyapitiya,Used,Petrol,Manual,Convertible,silver
Suzuki,Wagon R,2017.0,9.0,60000.0,996.0,Kirillawala,Used,Petrol,Automatic,Hatchback,white
Nissan,FB 15,2002.0,24.0,154000.0,1500.0,Anuradhapura,Used,Petrol,Automatic,Saloon,silver
Audi,A3,2023.0,3.0,0.0,1000.0,Kiribathgoda,Brand New,Petrol,Automatic,Sedan,blue
Suzuki,Celerio,2015.0,11.0,56000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,white
Toyota,Axio,2015.0,11.0,,1500.0,Nittambuwa,Used,Hybrid,Automatic,Saloon,brown
Suzuki,Wagon R,2018.0,8.0,90000.0,650.0,Katunayake,Reconditioned,Petrol,Automatic,Hatchback,white
Toyota,Vitz,2010.0,16.0,200000.0,1300.0,Matara,Used,Petrol,Automatic,,silver
Suzuki,Alto,2016.0,10.0,138000.0,800.0,Beruwala,Used,Petrol,Manual,Hatchback,black
Suzuki,Wagon R,2025.0,1.0,0.0,650.0,Kelaniya,Brand New,Hybrid,Automatic,Hatchback,white
Suzuki,Alto,2009.0,17.0,184000.0,796.0,Pasyala,Used,Petrol,Manual,Hatchback,maroon
Toyota,Carina,2000.0,26.0,220000.0,1500.0,Monaragala,Used,Petrol,Automatic,Sedan,other
Suzuki,Wagon R,2014.0,12.0,97000.0,658.0,Galle,Used,Petrol,Automatic,Hatchback,black
Honda,Civic,2004.0,22.0,150000.0,1500.0,Wellawatta (Colombo 06),Used,Petrol,Automatic,,other
Suzuki,Swift,2011.0,15.0,143000.0,1200.0,Borella (Colombo 08),Used,Petrol,Manual,Saloon,silver
Suzuki,Alto,2014.0,12.0,125000.0,800.0,Gampaha,Used,Petrol,Manual,Hatchback,gray
BMW,i Series,2012.0,14.0,139000.0,2000.0,Kelaniya,Used,Petrol,Automatic,Saloon,silver
Audi,A3,2023.0,3.0,0.0,1984.0,Sapugaskanda,Brand New,Petrol,Automatic,Sedan,black
Suzuki,Swift,2004.0,22.0,119000.0,1300.0,Gampaha,Used,Petrol,Automatic,Hatchback,black
Toyota,Aqua,2014.0,12.0,80460.0,1500.0,Pelmadulla,Used,Hybrid,Automatic,Hatchback,yellow
