Raw_Title,Raw_Price,Raw_Mileage,Raw_Metadata,Colour,Condition,Engine/Motor Capacity,Fuel Type,Manufacturer,Mileage,Model,Model Year,Power,Register Year,Transmission,Vehicle Type
Nissan B11 1985,"Rs: 855,000",km Find,"2026-02-19 | Negombo 88,422",red,Used,1500,Petrol,Nissan,88422,B11,1985,1500,1985,Manual,Car(Saloon)
Mercedes Benz B Class 2016,"Rs: 9,000,000",km Find,"2026-02-19 | Kotte 120,000",white,Used,36,Electric,Mercedes Benz,120000,B Class,2016,36,2017,Automatic,Car(Hatchback)
Mitsubishi i-MiEV 2013,"Rs: 2,990,000",km Find,"2026-02-19 | Moratuwa 130,000",silver,Used,49,Electric,Mitsubishi,130000,i-MiEV,2013,49,2017,Automatic,Car(Hatchback)
Toyota Passo 2009,"Rs: 5,025,000",km Find,"2026-02-19 | Badulla 127,000",red,Used,990,Petrol,Toyota,127000,Passo,2009,990,2012,Automatic,Car(Hatchback)
Suzuki Alto 2015,"Rs: 3,800,000",km Find,"2026-02-19 | Batticaloa 58,000",white,Used,650,Petrol,Suzuki,58000,Alto,2015,650,2015,Manual,Car(Hatchback)
Hyundai Eon 2016,"Rs: 4,250,000",km Find,"2026-02-19 | Batticaloa 86,530",white,Used,814,Petrol,Hyundai,86530,Eon,2016,814,2016,Manual,Car(Hatchback)
Daihatsu Mira 2023,"Rs: 6,400,000",km Find,"2026-02-19 | Kottawa 6,600",blue,Brand New,660,Petrol,Daihatsu,6600,Mira,2023,660,Ref:,Automatic,Car(Hatchback)
Hyundai Eon 2025,"Rs: 8,900,000",,2026-02-19 | Batticaloa Find Out More,red,Brand New,1000,Petrol,Hyundai,0,Eon,2025,1000,Ref:,Automatic,Car(Hatchback)
Suzuki Wagon R 2024,"Rs: 7,300,000",,2026-02-19 | Digana Find Out More,black,Brand New,650,Petrol,Suzuki,0,Wagon R,2024,650,Ref:,Automatic,Car()
Suzuki Celerio 2015,"Rs: 5,100,000",km Find,"2026-02-19 | Kalmunai 85,300",silver,Used,1000,Petrol,Suzuki,85300,Celerio,2015,1000,2015,Automatic,Car(Hatchback)
Suzuki Wagon R 2017,"Rs: 5,600,000",km Find,"2026-02-19 | Kandy 147,000",black,Used,650,Petrol,Suzuki,147000,Wagon R,2017,650,2017,Automatic,Car(Hatchback)
Mazda Flair 2015,"Rs: 5,100,000",km Find,"2026-02-19 | Ratnapura 128,000",black,Used,650,Petrol,Mazda,128000,Flair,2015,650,2015,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Suzuki Wagon R 2018,"Rs: 6,950,000",km Find,"2026-02-19 | Kegalle 89,000",purple,Used,660,Hybrid,Suzuki,89000,Wagon R,2018,660,2018,Automatic,Car(Hatchback)
Suzuki Wagon R 2025,"Rs: 8,750,000",,2026-02-19 | Kelaniya Find Out More,white,Brand New,650,Hybrid,Suzuki,0,Wagon R,2025,650,Ref:,Automatic,Car(Hatchback)
Perodua Bezza 2018,"Rs: 6,600,000",km Find,"2026-02-19 | Narahenpita (Colombo 05) 63,000",white,Used,1000,Petrol,Perodua,63000,Bezza,2018,1000,2018,Manual,Car(Hatchback)
Nissan FB 15 2003,"Rs: 4,350,000",km Find,"2026-02-19 | Kegalle 2,200,000",silver,Used,1000,Diesel,Nissan,2200000,FB 15,2003,1000,2005,Manual,Car(Saloon)
Suzuki Alto 2015,"Rs: 3,750,000",km Find,"2026-02-19 | Wattala 131,500",gray,Used,800,Petrol,Suzuki,131500,Alto,2015,800,2015,Manual,Car(Hatchback)
Suzuki Wagon R 2024,"Rs: 8,300,000",km Find,"2026-02-19 | Kotahena (Colombo 13) 3,300",black,Reconditioned,650,Petrol,Suzuki,3300,Wagon R,2024,650,2025,Automatic,Car(Hatchback)
Toyota Aqua 2014,"Rs: 7,450,000",km Find,"2026-02-19 | Piliyandala 127,500",white,Used,1500,Petrol,Toyota,127500,Aqua,2014,1500,2014,Manual,Car(Hatchback)
Toyota Premio 2015,"Rs: 11,450,000",km Find,"2026-02-19 | Panadura 97,000",black,Used,1500,Petrol,Toyota,97000,Premio,2015,1500,2016,Automatic,Car(Saloon)
BMW X Series 2018,"Rs: 18,200,000",km Find,"2026-02-19 | Delgoda 150,000",white,Used,1500,Petrol,BMW,150000,X Series,2018,1500,2018,Automatic,Car()
Micro Panda 2015,"Rs: 2,875,000",km Find,"2026-02-19 | Delgoda 55,000",white,Used,1000,Petrol,Micro,55000,Panda,2015,1000,2015,Manual,Car(Hatchback)
Toyota Aqua 2014,"Rs: 7,400,000",km Find,"2026-02-19 | Pelmadulla 80,460",yellow,Used,1500,Hybrid,Toyota,80460,Aqua,2014,1500,2015,Automatic,Car(Hatchback)
Toyota Corolla 1996,"Rs: 2,990,000",km Find,"2026-02-19 | Pelmadulla 190,000",white,Used,1970,Diesel,Toyota,190000,Corolla,1996,1970,1999,Automatic,Car(Sedan)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Suzuki Alto 2015,"Rs: 4,000,000",km Find,"2026-02-19 | Kirillawala 68,500",white,Used,800,Petrol,Suzuki,68500,Alto,2015,800,2015,Manual,Car(Hatchback)
Suzuki Wagon R 2017,"Rs: 6,850,000",km Find,"2026-02-19 | Gampaha 102,000",white,Used,600,Petrol,Suzuki,102000,Wagon R,2017,600,2018,Automatic,Car(Hatchback)
Suzuki Alto 2014,"Rs: 3,585,000",km Find,"2026-02-19 | Anuradhapura 179,000",blue,Used,800,Petrol,Suzuki,179000,Alto,2014,800,2015,Manual,Car(Hatchback)
Toyota Vitz 2008,"Rs: 5,550,000",km Find,"2026-02-21 | Kaleliya 120,000",white,Used,1000,Petrol,Toyota,120000,Vitz,2008,1000,2011,Automatic,Car(Hatchback)
Suzuki Alto 2015,"Rs: 3,600,000",km Find,"2026-02-19 | Kegalle 92,000",gray,Used,800,Petrol,Suzuki,92000,Alto,2015,800,2015,Manual,Car(Hatchback)
Suzuki Alto 2015,"Rs: 4,150,000",km Find,"2026-02-19 | Vavuniya 76,000",gray,Used,800,Petrol,Suzuki,76000,Alto,2015,800,2015,Automatic,Car(Liftback)
Nissan Primera 2001,"Rs: 3,750,000",km Find,"2026-02-19 | Colombo Fort (Colombo 01) 170,000",silver,Used,1200,Petrol,Nissan,170000,Primera,2001,1200,2003,Manual,Car(Hatchback)
Toyota Camry 2006,"Rs: 7,900,000",km Find,"2026-02-19 | Negombo 157,000",red,Used,1490,Petrol,Toyota,157000,Camry,2006,1490,2006,Automatic,Car(Hatchback)
Toyota Vios 2003,"Rs: 5,375,000",km Find,"2026-02-19 | Nugegoda 130,000",gold,Reconditioned,1500,Petrol,Toyota,130000,Vios,2003,1500,2006,Automatic,Car(Saloon)
Nissan B11 1985,"Rs: 1,150,000",km Find,"2026-02-19 | Panadura 150,000",silver,Used,1300,Petrol,Nissan,150000,B11,1985,1300,1985,Manual,Car(Saloon)
Toyota Axio 2018,"Rs: 13,500,000",km Find,"2026-02-19 | Padukka 106,000",white,Used,1500,Hybrid,Toyota,106000,Axio,2018,1500,2019,Automatic,Car(Sedan)
Toyota DX Wagon 1986,"Rs: 900,000",km Find,"2026-02-19 | Padaviya 20,000",white,Used,1200,Petrol,Toyota,20000,DX Wagon,1986,1200,1989,Manual,Car(Station wagon)
Honda Grace 2014,"Rs: 8,800,000",km Find,"2026-02-19 | Kegalle 154,000",white,Used,1490,Hybrid,Honda,154000,Grace,2014,1490,2014,Automatic,Car(Hatchback)
Toyota Prius 2007,"Rs: 6,300,000",km Find,"2026-02-18 | Kalutara 165,000",silver,Used,1500,Hybrid,Toyota,165000,Prius,2007,1500,2011,Automatic,Car(Sedan)
Daihatsu Tanto 2025,"Rs: 8,200,000",,2026-02-18 | Kurunegala Find Out More,green,Brand New,660,Petrol,Daihatsu,0,Tanto,2025,660,Ref:,Automatic,Car(Station wagon)
Suzuki Wagon R 2024,"Rs: 7,300,000",,2026-02-18 | Kuliyapitiya Find Out More,gray,Brand New,600,Hybrid,Suzuki,0,Wagon R,2024,600,Ref:,Automatic,Car(Liftback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Perodua Axia 2016,"Rs: 5,450,000",km Find,"2026-02-18 | Kandy 37,445",silver,Used,1000,Petrol,Perodua,37445,Axia,2016,1000,2016,Automatic,Car(Hatchback)
Honda Insight 2009,"Rs: 7,925,000",km Find,"2026-02-18 | Trincomalee 190,000",red,Reconditioned,1330,Hybrid,Honda,190000,Insight,2009,1330,2015,Automatic,Car(Sedan)
Ford Prefect 1959,"Rs: 450,000",,2026-02-18 | Horana Find Out More,white,Used,1000,Petrol,Ford,0,Prefect,1959,1000,1959,Manual,Car()
Audi Q2 2019,"Rs: 13,600,000",km Find,"2026-02-18 | Athurugiriya 146,000",gray,Used,999,Petrol,Audi,146000,Q2,2019,999,2019,Automatic,Car(Hatchback)
Toyota Pixis 2024,"Rs: 6,700,000",,2026-02-18 | Angoda Find Out More,blue,Brand New,650,Petrol,Toyota,0,Pixis,2024,650,Ref:,Automatic,Car(Hatchback)
Suzuki Maruti 2000,"Rs: 1,950,000",km Find,"2026-02-18 | Kaduwela 100,000",white,Used,800,Petrol,Suzuki,100000,Maruti,2000,800,2000,Manual,Car(Hatchback)
Renault KWID 2016,"Rs: 3,400,000",km Find,"2026-02-18 | Kuliyapitiya 140,000",red,Used,1000,Petrol,Renault,140000,KWID,2016,1000,2016,Manual,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Honda N WGN 2017,"Rs: 6,250,000",km Find,"2026-02-18 | Kalutara 30,250",green,Used,650,Petrol,Honda,30250,N WGN,2017,650,2018,Automatic,Car(Station wagon)
Toyota Axio 2014,"Rs: 8,000,000",km Find,"2026-02-18 | Akarella 245,000",white,Used,1329,Petrol,Toyota,245000,Axio,2014,1329,2014,Automatic,Car(Hatchback)
Toyota Corolla 1977,"Rs: 850,000",,2026-02-18 | Horana Find Out More,red,Used,1200,Petrol,Toyota,0,Corolla,1977,1200,1977,Manual,Car()
Toyota Starlet 1986,"Rs: 1,450,000",,2026-02-18 | Horana Find Out More,black,Used,1300,Petrol,Toyota,0,Starlet,1986,1300,1986,Manual,Car()
Suzuki Wagon R 2014,"Rs: 5,750,000",km Find,"2026-02-18 | Kurunegala 126,000",white,Used,650,Petrol,Suzuki,126000,Wagon R,2014,650,2015,Automatic,Car(Hatchback)
Suzuki Alto 2015,"Rs: 3,750,000",km Find,"2026-02-18 | Kotte 130,000",white,Used,800,Petrol,Suzuki,130000,Alto,2015,800,2015,Manual,Car(Hatchback)
Toyota Axio 2013,"Rs: 8,350,000",km Find,"2026-02-18 | Bopitiya 135,000",white,Used,1500,Petrol,Toyota,135000,Axio,2013,1500,2013,Automatic,Car(Saloon)
Hyundai Santro 2005,"Rs: 2,500,000",,2026-02-18 | Horana Find Out More,gray,Used,1200,Petrol,Hyundai,0,Santro,2005,1200,2005,Manual,Car()
Daihatsu Mira 2003,"Rs: 3,690,000",km Find,"2026-02-18 | Malabe 151,000",blue,Used,650,Petrol,Daihatsu,151000,Mira,2003,650,2007,Automatic,Car(Hatchback)
Honda Grace 2015,"Rs: 8,900,000",km Find,"2026-02-18 | Kollupitiya (Colombo 03) 127,000",white,Used,1500,Hybrid,Honda,127000,Grace,2015,1500,2016,Automatic,Car(Sedan)
Toyota Corolla 1996,"Rs: 3,500,000",,2026-02-18 | Horana Find Out More,white,Used,1500,Petrol,Toyota,0,Corolla,1996,1500,1999,Manual,Car()
Toyota Platz 2001,"Rs: 3,900,000",,2026-02-18 | Horana Find Out More,black,Used,1000,Petrol,Toyota,0,Platz,2001,1000,2002,Automatic,Car()
Perodua Viva 2013,"Rs: 4,675,000",km Find,"2026-02-18 | Adampan 92,000",purple,Used,1000,Petrol,Perodua,92000,Viva,2013,1000,2013,Automatic,Car(Hatchback)
Toyota Carina 1992,"Rs: 3,400,000",km Find,"2026-02-18 | Matugama 23,000",white,Used,1500,Petrol,Toyota,23000,Carina,1992,1500,1992,Manual,Car(Saloon)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Perodua Kancil 2003,"Rs: 2,300,000",,2026-02-18 | Kandy Find Out More,green,Used,0,Petrol,Perodua,0,Kancil,2003,0,2003,Manual,Car()
Suzuki Wagon R 2017,"Rs: 5,975,000",km Find,"2026-02-18 | Moratuwa 160,000",white,Used,790,Petrol,Suzuki,160000,Wagon R,2017,790,2018,Automatic,Car(Hatchback)
Suzuki Celerio 2014,"Rs: 4,750,000",km Find,"2026-02-18 | Dehiwala 87,000",yellow,Used,1000,Petrol,Suzuki,87000,Celerio,2014,1000,2014,Tiptronic,Car(Hatchback)
Honda Fit 2012,"Rs: 6,750,000",km Find,"2026-02-18 | Moratuwa 126,650",silver,Used,1339,Petrol,Honda,126650,Fit,2012,1339,2015,Automatic,Car(Hatchback)
Perodua Kelisa 2004,"Rs: 3,375,000",km Find,"2026-02-18 | Piliyandala 134,000",silver,Used,1000,Petrol,Perodua,134000,Kelisa,2004,1000,2007,Automatic,Car(Hatchback)
KIA Rio 2001,"Rs: 2,400,000",km Find,"2026-02-18 | Anuradhapura 146,935",yellow,Used,1500,Petrol,KIA,146935,Rio,2001,1500,2005,Manual,Car(Hatchback)
Toyota Corona 1990,"Rs: 1,855,000",km Find,"2026-02-18 | Kahathuduwa 180,000",green,Used,1970,Diesel,Toyota,180000,Corona,1990,1970,1993,Manual,Car(Hatchback)
Toyota Aqua 2005,"Rs: 6,350,000",,2026-02-18 | Kirulapone Find Out More,orange,Used,1800,Petrol,Toyota,0,Aqua,2005,1800,2006,Automatic,Car(Hatchback)
Suzuki Alto 2010,"Rs: 3,500,000",,2026-02-18 | Kirulapone Find Out More,black,Reconditioned,800,Petrol,Suzuki,0,Alto,2010,800,2011,Manual,Car(Hatchback)
Suzuki Wagon R 2017,"Rs: 5,975,000",km Find,"2026-02-18 | Panadura 160,000",white,Used,650,Petrol,Suzuki,160000,Wagon R,2017,650,2018,Automatic,Car(Hatchback)
Toyota Passo 2023,"Rs: 8,400,000",km Find,"2026-02-18 | Katugastota 4,000",maroon,Reconditioned,1000,Hybrid,Toyota,4000,Passo,2023,1000,2023,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Suzuki Alto 2016,"Rs: 3,800,000",km Find,"2026-02-18 | Anuradhapura 78,000",white,Used,796,Petrol,Suzuki,78000,Alto,2016,796,2016,Manual,Car(Hatchback)
Toyota Vitz 2016,"Rs: 7,500,000",km Find,"2026-02-18 | Kuliyapitiya 85,000",white,Used,1000,Petrol,Toyota,85000,Vitz,2016,1000,2019,Automatic,Car(Hatchback)
Toyota Vitz 2016,"Rs: 7,250,000",km Find,"2026-02-18 | Adampan 238,000",white,Used,1000,Petrol,Toyota,238000,Vitz,2016,1000,2018,Automatic,Car(Hatchback)
Daihatsu Charade 1988,"Rs: 1,750,000",km Find,"2026-02-18 | Nittambuwa 97,285",green,Used,990,Diesel,Daihatsu,97285,Charade,1988,990,1992,Manual,Car(Hatchback)
Micro Panda 2016,"Rs: 3,550,000",km Find,"2026-02-18 | Morontuduwa 30,200",white,Used,1300,Petrol,Micro,30200,Panda,2016,1300,2016,Manual,Car(Hatchback)
Suzuki Alto 2015,"Rs: 3,600,000",km Find,"2026-02-18 | Minuwangoda 110,000",gray,Used,800,Petrol,Suzuki,110000,Alto,2015,800,2015,Manual,Car(Saloon)
Toyota Belta 2007,"Rs: 5,950,000",km Find,"2026-02-18 | Matara 116,500",silver,Used,1000,Petrol,Toyota,116500,Belta,2007,1000,2011,Automatic,Car(Saloon)
Toyota Corona 1996,"Rs: 3,400,000",km Find,2026-02-18 | Anuradhapura 0,white,Used,00000,Petrol,Toyota,00000,Corona,1996,00000,1999,Automatic,Car(Liftback)
Suzuki Wagon R 2017,"Rs: 6,250,000",km Find,"2026-02-17 | Gampaha 169,000",black,Reconditioned,650,Petrol,Suzuki,169000,Wagon R,2017,650,2018,Automatic,Car(Hatchback)
Suzuki Alto 2015,"Rs: 3,350,000",km Find,"2026-02-17 | Badulla 46,000",gray,Reconditioned,680,Petrol,Suzuki,46000,Alto,2015,680,2015,Manual,Car(Hatchback)
Peugeot 206 2000,"Rs: 3,550,000",km Find,"2026-02-17 | Wattala 132,000",silver,Used,1390,Petrol,Peugeot,132000,206,2000,1390,2006,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Micro Panda 2015,"Rs: 3,550,000",km Find,"2026-02-17 | Wanela 82,000",orange,Used,1000,Petrol,Micro,82000,Panda,2015,1000,2015,Manual,Car(Hatchback)
Suzuki Celerio 2015,"Rs: 4,950,000",km Find,"2026-02-17 | Batticaloa 85,328",white,Used,1000,Petrol,Suzuki,85328,Celerio,2015,1000,2015,Automatic,Car(Hatchback)
Suzuki Alto 2010,"Rs: 3,000,000",km Find,"2026-02-17 | Matale 200,000",red,Used,660,Petrol,Suzuki,200000,Alto,2010,660,2011,Manual,Car(Hatchback)
Audi A3 2023,"Rs: 18,000,000",,2026-02-17 | Kiribathgoda Find Out More,blue,Brand New,1000,Petrol,Audi,0,A3,2023,1000,Ref:,Automatic,Car(Sedan)
Suzuki Spacia 2024,"Rs: 9,500,000",km Find,"2026-02-17 | Halloluwa 3,000",white,Brand New,990,Petrol,Suzuki,3000,Spacia,2024,990,Ref:,Automatic,Car(Hatchback)
Suzuki Wagon R 2018,"Rs: 6,950,000",km Find,"2026-02-17 | Batticaloa 61,000",white,Used,658,Petrol,Suzuki,61000,Wagon R,2018,658,2018,Automatic,Car(Hatchback)
Toyota Aqua 2012,"Rs: 6,800,000",km Find,"2026-02-17 | Kiribathgoda 132,000",blue,Used,1500,Hybrid,Toyota,132000,Aqua,2012,1500,2014,Automatic,Car(Hatchback)
Toyota Vitz 2015,"Rs: 6,900,000",km Find,"2026-02-17 | Pannipitiya 92,500",silver,Used,990,Petrol,Toyota,92500,Vitz,2015,990,2018,Automatic,Car()
Nissan Sunny 2002,"Rs: 4,075,000",km Find,"2026-02-17 | Anuradhapura 210,000",blue,Used,1490,Petrol,Nissan,210000,Sunny,2002,1490,2004,Manual,Car(Sedan)
Toyota Corolla 1997,"Rs: 3,200,000",km Find,"2026-02-17 | Matale 250,000",white,Used,1500,Petrol,Toyota,250000,Corolla,1997,1500,1997,Automatic,Car(Saloon)
Toyota Allion 2016,"Rs: 12,800,000",km Find,"2026-02-17 | Borella (Colombo 08) 160,000",black,Used,1490,Petrol,Toyota,160000,Allion,2016,1490,2017,Automatic,Car(Sedan)
Toyota Roomy 2025,"Rs: 11,100,000",,2026-02-17 | Halloluwa Find Out More,white,Brand New,990,Petrol,Toyota,0,Roomy,2025,990,Ref:,Automatic,Car(Hatchback)
Toyota Vitz 2019,"Rs: 8,499,000",km Find,"2026-02-17 | Negombo 46,000",red,Used,1000,Petrol,Toyota,46000,Vitz,2019,1000,2020,Automatic,Car()
Toyota Axio 2002,"Rs: 2,550,000",,2026-02-17 | Kobeigane Find Out More,white,Used,650,Petrol,Toyota,0,Axio,2002,650,2002,Automatic,Car(Saloon)
Nissan Sunny 1987,"Rs: 1,650,000",km Find,"2026-02-17 | Poddala 300,000",white,Used,1500,Petrol,Nissan,300000,Sunny,1987,1500,1987,Manual,Car(Saloon)
Honda Accord 2004,"Rs: 4,790,000",km Find,"2026-02-17 | Horana 183,500",brown,Used,1000,Petrol,Honda,183500,Accord,2004,1000,2004,Automatic,Car(Saloon)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Suzuki Celerio 2014,"Rs: 4,950,000",,2026-02-17 | Horana Find Out More,black,Used,990,Petrol,Suzuki,0,Celerio,2014,990,2017,Manual,Car(Hatchback)
Toyota Mark II 2001,"Rs: 6,300,000",km Find,"2026-02-17 | Kurunegala 148,000",black,Used,2000,Petrol,Toyota,148000,Mark II,2001,2000,2006,Automatic,Car(Hatchback)
BMW 3 Series 2016,"Rs: 18,850,000",km Find,"2026-02-17 | Kohuwala 75,000",white,Used,1500,Petrol,BMW,75000,3 Series,2016,1500,2018,Automatic,Car(Saloon)
Suzuki Alto 2017,"Rs: 5,250,000",km Find,"2026-02-17 | Matale 200,000",silver,Used,660,Petrol,Suzuki,200000,Alto,2017,660,2018,Automatic,Car(Hatchback)
Toyota Vitz 2015,"Rs: 6,750,000",km Find,"2026-02-17 | Galagedara 150,000",white,Used,1000,Petrol,Toyota,150000,Vitz,2015,1000,2018,Automatic,Car(Hatchback)
Toyota Axio 2016,"Rs: 11,200,000",km Find,"2026-02-17 | Welipennagahamulla 170,000",silver,Used,1490,Hybrid,Toyota,170000,Axio,2016,1490,2019,Automatic,Car(Sedan)
BMW 3 Series 2011,"Rs: 10,495,000",,2026-02-17 | Panadura Find Out More,white,Used,1990,Diesel,BMW,0,3 Series,2011,1990,2011,Automatic,Car(Sedan)
Mitsubishi eK 2023,"Rs: 6,850,000",km Find,"2026-02-17 | Kottawa 6,600",silver,Brand New,660,Petrol,Mitsubishi,6600,eK,2023,660,Ref:,Automatic,Car(Hatchback)
Toyota Passo 2007,"Rs: 4,590,000",km Find,"2026-02-17 | Kurunegala 158,000",maroon,Used,1000,Petrol,Toyota,158000,Passo,2007,1000,2010,Automatic,Car(Hatchback)
Micro Voleex 2012,"Rs: 3,745,000",km Find,"2026-02-17 | Ja-Ela 128,000",red,Used,1300,Petrol,Micro,128000,Voleex,2012,1300,2013,Automatic,Car(Hatchback)
Toyota Corolla 1996,"Rs: 3,000,000",km Find,"2026-02-17 | Kurunegala 123,456",silver,Used,1500,Petrol,Toyota,123456,Corolla,1996,1500,0000,Manual,Car()
Toyota Passo 2009,"Rs: 4,825,000",km Find,2026-02-17 | Gampaha 131,silver,Used,1000,Petrol,Toyota,131,Passo,2009,1000,2011,Automatic,Car(Hatchback)
Suzuki Alto 2015,"Rs: 3,690,000",km Find,"2026-02-17 | Horana 135,000",black,Used,800,Petrol,Suzuki,135000,Alto,2015,800,2015,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Honda Civic 2019,"Rs: 13,400,000",km Find,"2026-02-17 | Dehiwala 67,000",red,Used,1000,Petrol,Honda,67000,Civic,2019,1000,2019,Automatic,Car(Sedan)
Toyota Allion 2016,"Rs: 13,200,000",km Find,"2026-02-17 | Galewela 100,000",white,Used,1500,Hybrid,Toyota,100000,Allion,2016,1500,2018,Automatic,Car(Saloon)
Suzuki Alto 2011,"Rs: 3,350,000",km Find,"2026-02-17 | Kurunegala 153,000",silver,Used,1000,Petrol,Suzuki,153000,Alto,2011,1000,0000,Manual,Car(Convertible)
Toyota Corolla 1999,"Rs: 3,200,000",km Find,"2026-02-17 | Kurunegala 180,000",white,Used,1300,Petrol,Toyota,180000,Corolla,1999,1300,2002,Automatic,Car(Station wagon)
Honda Insight 2010,"Rs: 6,700,000",km Find,"2026-02-17 | Alutgama 155,000",red,Used,1500,Petrol,Honda,155000,Insight,2010,1500,2011,Automatic,Car(Liftback)
Suzuki Wagon R 2018,"Rs: 6,100,000",km Find,"2026-02-17 | Wattala 115,000",white,Used,660,Hybrid,Suzuki,115000,Wagon R,2018,660,2018,Automatic,Car()
Suzuki Wagon R 2015,"Rs: 5,300,000",,2026-02-17 | Agalawatta Find Out More,red,Used,650,Petrol,Suzuki,0,Wagon R,2015,650,2015,Automatic,Car(Hatchback)
