Brand,Model_Name,Model_Year,Vehicle_Age,Mileage_km,Engine_Capacity,Location_District,Condition,Fuel_Type,Transmission,Body_Type,Colour,Price_LKR
Toyota,Aqua,2014.0,12.0,99000.0,1490.0,Ambalangoda,Used,Hybrid,Automatic,Liftback,black,7450000.0
Suzuki,Alto,2018.0,8.0,70000.0,650.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,gray,5600000.0
Suzuki,Wagon R,2015.0,11.0,100000.0,650.0,Kurunegala,Used,Hybrid,Automatic,Hatchback,black,5600000.0
Suzuki,Swift,2017.0,9.0,150000.0,990.0,Kuruwita,Used,Petrol,Automatic,Hatchback,gray,8500000.0
Hyundai,Sonata,2000.0,26.0,144000.0,1500.0,Kalutara,Used,Petrol,Automatic,Saloon,other,2300000.0
Daihatsu,Esse,2024.0,2.0,0.0,650.0,Polonnaruwa,Brand New,Petrol,Automatic,Hatchback,white,7000000.0
Toyota,Corolla,2006.0,20.0,250000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Saloon,blue,5900000.0
Toyota,Premio,2013.0,13.0,121000.0,1490.0,Wariyapola,Used,Petrol,Automatic,Liftback,other,12000000.0
Toyota,Vios,2004.0,22.0,134000.0,1497.0,Ambalangoda,Used,Petrol,Automatic,Sedan,blue,4600000.0
Audi,A4,2019.0,7.0,60000.0,1400.0,Boralesgamuwa,Used,Petrol,Automatic,Saloon,white,18000000.0
Honda,Grace,2017.0,9.0,277000.0,1500.0,Pannipitiya,Used,Hybrid,Automatic,Saloon,black,9500000.0
Suzuki,Wagon R,2014.0,12.0,128700.0,660.0,Piliyandala,Used,Petrol,Automatic,Hatchback,black,5500000.0
Suzuki,Wagon R,2024.0,2.0,5000.0,660.0,Angoda,Used,Hybrid,Automatic,Station wagon,other,7500000.0
Suzuki,Wagon R,2016.0,10.0,80000.0,650.0,Colombo Fort (Colombo 01),Reconditioned,Petrol,Automatic,Hatchback,blue,5350000.0
Honda,Fit,2014.0,12.0,140000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,white,8000000.0
Toyota,Vitz,2017.0,9.0,94000.0,1000.0,Anuradhapura,Used,Petrol,Automatic,Hatchback,black,7490000.0
Toyota,Axio,2008.0,18.0,147500.0,1500.0,Kandy,Used,Petrol,Automatic,Saloon,silver,7500000.0
Toyota,Yaris Ativ,2025.0,1.0,0.0,1200.0,Mount Lavinia,Brand New,Petrol,Automatic,Hatchback,white,16500000.0
BMW,5 Series,2013.0,13.0,140000.0,2500.0,Kurunegala,Used,Diesel,Automatic,Saloon,white,18900000.0
Toyota,Prius,2011.0,15.0,171000.0,1800.0,Bandaragama,Used,Hybrid,Automatic,Hatchback,white,8975000.0
BMW,M Series,2011.0,15.0,140000.0,1500.0,Boralesgamuwa,Used,Petrol,Automatic,Sedan,black,23500000.0
Suzuki,Wagon R,2018.0,8.0,94000.0,650.0,Kurunegala,Used,Petrol,Automatic,Hatchback,white,6550000.0
Toyota,Vitz,2019.0,7.0,103000.0,1500.0,Kattankudi,Used,Hybrid,Automatic,,white,8350000.0
Suzuki,A Star,2011.0,15.0,165000.0,990.0,Ampara,Used,Petrol,Manual,Convertible,silver,3800000.0
Mercedes Benz,C200,2025.0,1.0,0.0,1500.0,Kohuwala,Brand New,Petrol,Automatic,Sedan,black,50000000.0
Nissan,Bluebird,2000.0,26.0,169000.0,1800.0,Ukuwela,Used,Petrol,Automatic,Sedan,maroon,4200000.0
Daihatsu,Mira,2024.0,2.0,2400.0,660.0,Kollupitiya (Colombo 03),Brand New,Petrol,Automatic,Hatchback,blue,7200000.0
Toyota,Aqua,2012.0,14.0,250000.0,1500.0,Ja-Ela,Used,Petrol,Automatic,Hatchback,white,7000000.0
Toyota,Aqua,2014.0,12.0,148000.0,1496.0,Galle,Used,Petrol,Automatic,Hatchback,white,7650000.0
Nissan,AD Wagon,2012.0,14.0,182012.0,1498.0,Ragama,Used,Petrol,Automatic,Station wagon,white,7500000.0
Toyota,Vitz,2015.0,11.0,45000.0,1000.0,Pannipitiya,Used,Petrol,Automatic,Hatchback,black,7150000.0
Toyota,Starlet,1988.0,38.0,154000.0,1300.0,Kottawa,Used,Petrol,Manual,Hatchback,white,3000000.0
Suzuki,Wagon R,2014.0,12.0,112000.0,650.0,Homagama,Used,Petrol,Automatic,Hatchback,white,5050000.0
Nissan,N 16,2000.0,26.0,170000.0,1500.0,Nikaweratiya,Used,Petrol,Automatic,Saloon,silver,4000000.0
Suzuki,Alto,2015.0,11.0,135000.0,800.0,Ambalangoda,Used,Petrol,Manual,Hatchback,red,3475000.0
Suzuki,Wagon R,2024.0,2.0,0.0,600.0,Kuliyapitiya,Brand New,Hybrid,Automatic,Liftback,gray,7300000.0
Toyota,Axio,2014.0,12.0,85000.0,1200.0,Ampara,Used,Petrol,Manual,Hatchback,white,8850000.0
Mazda,Flair,2016.0,10.0,0.0,700.0,Ambalangoda,Used,Petrol,Automatic,,white,6000000.0
Nissan,Wingroad,2007.0,19.0,110000.0,1300.0,Akkaraipattu,Used,Petrol,Automatic,Saloon,silver,4900000.0
Toyota,Prius,2014.0,12.0,250000.0,,Colombo Fort (Colombo 01),Used,Petrol,Automatic,Hatchback,silver,9200000.0
Toyota,Premio,2014.0,12.0,102172.0,1500.0,Wariyapola,Used,Petrol,Automatic,Sedan,white,10800000.0
Toyota,Vitz,2018.0,8.0,0.0,1200.0,Kollupitiya (Colombo 03),Used,Petrol,Automatic,Sports,white,7600000.0
Honda,S660,2016.0,10.0,27000.0,1000.0,Borella (Colombo 08),Used,Petrol,Automatic,Hatchback,white,6800000.0
Suzuki,Maruti,2006.0,20.0,100000.0,800.0,Matara,Used,Petrol,Manual,Hatchback,green,2150000.0
Honda,Fit,2011.0,15.0,183000.0,1300.0,Ambalangoda,Used,Hybrid,Automatic,Hatchback,white,6300000.0
Suzuki,Alto,2012.0,14.0,97291.0,800.0,Eppawala,Used,Petrol,Manual,Hatchback,beige,3200000.0
Toyota,Allion,2017.0,9.0,114000.0,1500.0,Aniwatta,Used,Petrol,Automatic,Sedan,other,13150000.0
Daihatsu,Mira,2017.0,9.0,75000.0,1300.0,Nittambuwa,Used,Petrol,Other,Hatchback,white,5300000.0
Datsun,Redi Go,2016.0,10.0,47200.0,800.0,Padukka,Used,Petrol,Manual,Hatchback,green,3350000.0
Suzuki,Alto,2015.0,11.0,92000.0,800.0,Kegalle,Used,Petrol,Manual,Hatchback,gray,3600000.0
Toyota,Belta,2007.0,19.0,166600.0,1000.0,Homagama,Used,Petrol,Automatic,Saloon,silver,5500000.0
Toyota,Corolla,1996.0,30.0,193134.0,1300.0,Kandy,Reconditioned,Petrol,Manual,Saloon,white,3250000.0
Toyota,Vitz,2006.0,20.0,135000.0,1000.0,Kuliyapitiya,Used,Petrol,Automatic,Hatchback,white,5050000.0
Nissan,Dayz,2023.0,3.0,7660.0,660.0,Kurunegala,Reconditioned,Petrol,Automatic,,blue,8150000.0
Suzuki,Wagon R,2018.0,8.0,93000.0,660.0,Borella (Colombo 08),Used,Hybrid,Automatic,Hatchback,purple,6700000.0
Toyota,Vitz,2018.0,8.0,0.0,,Kandy,Used,Petrol,Automatic,Liftback,white,8000000.0
Micro,Panda Cross,2017.0,9.0,69110.0,1300.0,Homagama,Used,Petrol,Manual,Hatchback,white,3950000.0
Suzuki,Wagon R,2025.0,1.0,8000.0,650.0,Hettipola,Brand New,Petrol,Automatic,Hatchback,gray,7000000.0
Toyota,Vitz,2018.0,8.0,61345.0,1000.0,Pannala,Used,Petrol,Manual,Sports,silver,8200000.0
Suzuki,Alto,2014.0,12.0,150000.0,800.0,Kandy,Used,Petrol,Manual,Hatchback,black,3550000.0
Nissan,March,1997.0,29.0,181000.0,990.0,Kelaniya,Used,Petrol,Automatic,Hatchback,blue,2950000.0
Suzuki,Wagon R,2025.0,1.0,35.0,650.0,Kohuwala,Brand New,Hybrid,Automatic,Hatchback,white,8200000.0
Suzuki,Wagon R,2025.0,1.0,200.0,650.0,Wennappuwa,Brand New,Hybrid,Automatic,Hatchback,white,9375000.0
Mercedes Benz,C200,2004.0,22.0,0.0,1500.0,Alutnuwara,Used,Petrol,Automatic,Saloon,black,6350000.0
KIA,Cerato,2012.0,14.0,90000.0,1500.0,Moratuwa,Used,Petrol,Automatic,Saloon,red,5785000.0
Toyota,Axio,2017.0,9.0,121000.0,1500.0,Ambalangoda,Used,Hybrid,Automatic,Saloon,white,11600000.0
Toyota,Aqua,2015.0,11.0,139000.0,1500.0,Katugastota,Used,Petrol,Automatic,Hatchback,black,8100000.0
Suzuki,Wagon R,2014.0,12.0,134526.0,650.0,Kollupitiya (Colombo 03),Used,Petrol,Automatic,Station wagon,blue,6000000.0
Honda,Civic,1999.0,27.0,200000.0,1500.0,Malabe,Used,Petrol,Automatic,Saloon,white,4100000.0
Suzuki,Wagon R,2018.0,8.0,86000.0,660.0,Homagama,Used,Hybrid,Automatic,Hatchback,white,6800000.0
Suzuki,Alto,2017.0,9.0,86000.0,650.0,Kurunegala,Used,Hybrid,Automatic,Hatchback,silver,5650000.0
Toyota,Axio,2025.0,1.0,0.0,1500.0,Nugegoda,Brand New,Hybrid,Automatic,Saloon,silver,14750000.0
Suzuki,Wagon R,2017.0,9.0,0.0,650.0,Kandy,Used,Hybrid,Automatic,Hatchback,black,5500000.0
Honda,Grace,2016.0,10.0,96000.0,1490.0,Kalutara,Used,Hybrid,Automatic,Saloon,red,9000000.0
Daihatsu,Taft,2023.0,3.0,6500.0,660.0,Kurunegala,Used,Petrol,Automatic,Hatchback,green,7850000.0
Suzuki,Celerio,2016.0,10.0,129000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,gray,5375000.0
Suzuki,Wagon R,2018.0,8.0,75000.0,650.0,Boralesgamuwa,Used,Hybrid,Automatic,Liftback,red,6400000.0
Suzuki,Wagon R,2016.0,10.0,90000.0,650.0,Ambalangoda,Used,Hybrid,Automatic,Hatchback,red,5300000.0
Suzuki,XBee,2023.0,3.0,0.0,1000.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,green,9350000.0
Suzuki,Alto,2015.0,11.0,88000.0,1200.0,Deiyandara,Used,Petrol,Manual,Sports,black,3850000.0
Micro,Panda,2012.0,14.0,0.0,1500.0,Moratuwa,Used,Petrol,Manual,Hatchback,white,2500000.0
Micro,Panda,2015.0,11.0,87000.0,1300.0,Ambalangoda,Used,Petrol,Manual,Hatchback,white,2890000.0
Toyota,Yaris,2025.0,1.0,1500.0,1000.0,Kotte,Brand New,Hybrid,Automatic,,white,9400000.0
Suzuki,Wagon R,2024.0,2.0,1000.0,1000.0,Rajagiriya,Brand New,Petrol,Automatic,Station wagon,other,7390000.0
Renault,KWID,2016.0,10.0,160000.0,600.0,Ampara,Used,Petrol,Manual,Hatchback,black,4000000.0
Toyota,Premio,2017.0,9.0,75000.0,1996.0,Hambantota,Used,Petrol,Automatic,Saloon,white,16200000.0
Toyota,Prius,2011.0,15.0,180000.0,1800.0,Galle,"✨ Spotless exterior – no dents, scratches or stains",Hybrid,Automatic,Hatchback,black,10200000.0
Suzuki,Alto,2015.0,11.0,94000.0,800.0,Vavuniya,Used,Petrol,Manual,Liftback,gray,3800000.0
Suzuki,Celerio,2015.0,11.0,97500.0,996.0,Moratuwa,Used,Petrol,Automatic,Hatchback,gray,5100000.0
Renault,KWID,2017.0,9.0,52000.0,1000.0,Batticaloa,Used,Petrol,Automatic,Hatchback,black,4450000.0
Suzuki,Swift,2010.0,16.0,24000.0,1242.0,Maharagama,Used,Petrol,Automatic,Hatchback,gray,5990000.0
Nissan,Dayz,2024.0,2.0,2500.0,659.0,Rajagiriya,Brand New,Petrol,Automatic,Hatchback,blue,8300000.0
Toyota,Vitz,2019.0,7.0,59000.0,1000.0,Kalmunai,Used,Petrol,Automatic,,white,8790000.0
Audi,A1,2016.0,10.0,33000.0,1400.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,red,7800000.0
Perodua,Bezza,2018.0,8.0,63000.0,1000.0,Narahenpita (Colombo 05),Used,Petrol,Manual,Hatchback,white,6600000.0
Toyota,Aqua,2017.0,9.0,127000.0,1500.0,Malabe,Used,Hybrid,Automatic,Hatchback,white,9200000.0
Suzuki,Swift,2004.0,22.0,0.0,1320.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,blue,4500000.0
Toyota,Axio,2024.0,2.0,0.0,1500.0,Kottawa,Brand New,Hybrid,Automatic,Sedan,silver,13800000.0
Honda,Grace,2015.0,11.0,120000.0,1500.0,Dehiwala,Used,Hybrid,Automatic,Saloon,silver,9200000.0
Toyota,Passo,2016.0,10.0,87700.0,1000.0,Malabe,Reconditioned,Petrol,Automatic,Hatchback,silver,6575000.0
Suzuki,Swift,2004.0,22.0,156000.0,760.0,Yatiyantota,Used,Petrol,Manual,Hatchback,red,4700000.0
Honda,Fit,2013.0,13.0,118000.0,1330.0,Batticaloa,Used,Petrol,Automatic,Station wagon,silver,7125000.0
Daihatsu,Mira,2023.0,3.0,1234.0,660.0,Kottawa,Brand New,Petrol,Automatic,Liftback,blue,6400000.0
Nissan,Sunny,1998.0,28.0,106300.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Saloon,gray,3800000.0
Suzuki,A Star,2011.0,15.0,95000.0,1000.0,Gampaha,Used,Petrol,Automatic,Hatchback,pink,4090000.0
Honda,Grace,2016.0,10.0,68000.0,1200.0,Kiribathgoda,Used,Petrol,Automatic,Sedan,white,11500000.0
Mitsubishi,eK,2023.0,3.0,100000.0,660.0,Rajagiriya,Brand New,Hybrid,Automatic,Hatchback,gray,7995000.0
Suzuki,Wagon R,2018.0,8.0,59000.0,650.0,Nittambuwa,Used,Hybrid,Automatic,Hatchback,white,6890000.0
Honda,Insight,2010.0,16.0,155000.0,1500.0,Alutgama,Used,Petrol,Automatic,Liftback,red,6700000.0
Toyota,Yaris,2024.0,2.0,9000.0,1000.0,Kalubowila,Reconditioned,Petrol,Automatic,Hatchback,black,10800000.0
Suzuki,Wagon R,2018.0,8.0,72000.0,650.0,Pannala,Used,Petrol,Automatic,Convertible,white,6975000.0
Suzuki,Wagon R,2014.0,12.0,84000.0,650.0,Matara,Used,Petrol,Automatic,Station wagon,black,5800000.0
Suzuki,Hustler,2024.0,2.0,0.0,660.0,Cinnamon Garden (Colombo 07),Brand New,Petrol,Automatic,Station wagon,green,8300000.0
Toyota,Belta,2007.0,19.0,145000.0,1300.0,Kurunegala,Used,Petrol,Automatic,Hatchback,blue,6475000.0
Toyota,Vios,2005.0,21.0,0.0,1500.0,Kollupitiya (Colombo 03),Used,Hybrid,Automatic,Sedan,black,4250000.0
Suzuki,Swift,2007.0,19.0,153000.0,1300.0,Kirillawala,Used,Petrol,Manual,Hatchback,gray,3950000.0
Daihatsu,Mira,2004.0,22.0,229000.0,660.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,maroon,3200000.0
Suzuki,Wagon R,2014.0,12.0,103000.0,660.0,Avissawella,Used,Hybrid,Automatic,Hatchback,red,5950000.0
Mitsubishi,Space Wagon,2023.0,3.0,7000.0,650.0,Kohuwala,Brand New,Petrol,Automatic,Hatchback,silver,7350000.0
Toyota,Prius,2009.0,17.0,180000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Liftback,silver,9000000.0
Suzuki,Swift,2004.0,22.0,122000.0,760.0,Matara,Used,Petrol,Manual,Hatchback,black,4175000.0
Suzuki,Celerio,2015.0,11.0,73428.0,998.0,Nugegoda,Used,Petrol,Manual,Liftback,beige,4625000.0
Suzuki,Alto,2015.0,11.0,110.0,800.0,Hanwella,Used,Petrol,Manual,Hatchback,red,3750000.0
Toyota,Premio,2015.0,11.0,200000.0,1500.0,Borella (Colombo 08),Used,Petrol,Automatic,Saloon,maroon,12950000.0
Toyota,Alpha,2012.0,14.0,140000.0,1800.0,Marawila,Used,Hybrid,Automatic,Hatchback,silver,11800000.0
Ford,Laser,2000.0,26.0,100000.0,1600.0,Matara,Used,Petrol,Manual,Saloon,silver,2750000.0
Toyota,Premio,2018.0,8.0,195000.0,1500.0,Mirigama,Used,Petrol,Automatic,Saloon,white,15500000.0
Suzuki,Wagon R,2016.0,10.0,112000.0,650.0,Kurunegala,Used,Petrol,Automatic,Station wagon,white,7300000.0
Honda,Fit,2013.0,13.0,0.0,1500.0,Wennappuwa,Used,Hybrid,Automatic,Liftback,black,8190000.0
Honda,Grace,2014.0,12.0,108300.0,1500.0,Talawatugoda,Used,Petrol,Automatic,Sedan,black,9600000.0
Toyota,Premio,2017.0,9.0,99000.0,1500.0,Negombo,Used,Petrol,Automatic,Sedan,red,14750000.0
Renault,KWID,2016.0,10.0,53842.0,1000.0,Panadura,Used,Petrol,Manual,Hatchback,white,3600000.0
Toyota,Axio,2013.0,13.0,135000.0,1500.0,Bopitiya,Used,Petrol,Automatic,Saloon,white,8350000.0
Toyota,Axio,2024.0,2.0,5000.0,1500.0,Kottawa,Brand New,Hybrid,Automatic,Hatchback,silver,13800000.0
Toyota,Aqua,2012.0,14.0,122387.0,1490.0,Anuradhapura,Used,Hybrid,Automatic,Liftback,black,7350000.0
Suzuki,Maruti,2011.0,15.0,93000.0,800.0,Morontuduwa,Used,Petrol,Manual,Hatchback,black,2275000.0
Toyota,Premio,2012.0,14.0,160000.0,1500.0,Wennappuwa,Used,Petrol,Automatic,Saloon,white,12100000.0
Toyota,Vitz,2016.0,10.0,154000.0,1300.0,Aluthkade (Colombo 12),Used,Petrol,Automatic,Hatchback,silver,7000000.0
Toyota,Vitz,2008.0,18.0,0.0,1500.0,Matugama,Used,Petrol,Manual,Hatchback,silver,5800000.0
Suzuki,Swift,2006.0,20.0,170000.0,1300.0,Dehiwala,Used,Petrol,Manual,Liftback,other,4000000.0
Suzuki,Alto,2016.0,10.0,103000.0,800.0,Anuradhapura,Used,Petrol,Manual,Liftback,red,3900000.0
Suzuki,Alto,2014.0,12.0,140000.0,650.0,Avissawella,Used,Petrol,Automatic,Hatchback,black,3280000.0
Toyota,Premio,2013.0,13.0,48900.0,1500.0,Ragama,Used,Petrol,Automatic,Saloon,white,12400000.0
Micro,Panda,2014.0,12.0,0.0,800.0,Homagama,Used,Petrol,Manual,Hatchback,red,2650000.0
Toyota,Tank,2017.0,9.0,114000.0,1000.0,Panadura,Used,Petrol,Automatic,Hatchback,black,8500000.0
Nissan,Almera,2025.0,1.0,0.0,1000.0,Kohuwala,Brand New,Petrol,Automatic,Saloon,white,13400000.0
Suzuki,Wagon R,2015.0,11.0,120000.0,650.0,Hambantota,Used,Hybrid,Manual,Sedan,white,5700000.0
Toyota,Avanza,2013.0,13.0,139000.0,1400.0,Bandarawela,Used,Petrol,Automatic,Hatchback,black,8500000.0
Hyundai,Eon,2016.0,10.0,86530.0,814.0,Batticaloa,Used,Petrol,Manual,Hatchback,white,4250000.0
Toyota,Vitz,2007.0,19.0,188000.0,1000.0,Borella (Colombo 08),Used,Petrol,Automatic,Hatchback,black,5150000.0
Toyota,Yaris,2023.0,3.0,76500.0,1000.0,Kotte,Reconditioned,Petrol,Automatic,Hatchback,white,7950000.0
Nissan,FB 14,1996.0,30.0,200000.0,1500.0,Matale,Used,Petrol,Manual,Saloon,gold,3275000.0
Suzuki,Wagon R,2018.0,8.0,80000.0,1500.0,Adampan,Used,Hybrid,Automatic,Liftback,white,7190000.0
Toyota,Corolla,2007.0,19.0,125000.0,1600.0,Kadawatha,Used,Petrol,Automatic,Sedan,white,6900000.0
Perodua,Axia,2015.0,11.0,89.0,990.0,Pannipitiya,Reconditioned,Petrol,Automatic,Hatchback,blue,5375000.0
Honda,Shuttle,2018.0,8.0,95000.0,1500.0,Yakkala,Used,Hybrid,Automatic,Hatchback,black,12600000.0
Toyota,Corolla,2003.0,23.0,173000.0,1500.0,Kirindiwela,Used,Petrol,Automatic,Saloon,silver,5825000.0
BMW,M Series,2017.0,9.0,77000.0,2000.0,Ambalangoda,Used,Petrol,Automatic,Liftback,white,30000000.0
Mitsubishi,eK,2023.0,3.0,7000.0,660.0,Kottawa,Reconditioned,Petrol,Automatic,Hatchback,white,7125000.0
Tata,Nano,2015.0,11.0,93000.0,624.0,Yakkala,Used,Petrol,Manual,Hatchback,white,2050000.0
Suzuki,Wagon R,2024.0,2.0,4200.0,660.0,Nittambuwa,Brand New,Petrol,Automatic,Hatchback,black,7325000.0
Hyundai,Santro,2004.0,22.0,202781.0,1000.0,Boralesgamuwa,Used,Petrol,Manual,Hatchback,silver,2500000.0
Honda,N BOX,2015.0,11.0,245000.0,650.0,Raddolugama,Used,Petrol,Automatic,Station wagon,black,5540000.0
BMW,M Series,2014.0,12.0,107000.0,2000.0,Gampaha,Used,Diesel,Automatic,Saloon,white,22000000.0
Toyota,Aqua,2014.0,12.0,130000.0,1500.0,Nikaweratiya,Used,Petrol,Automatic,Hatchback,black,6800000.0
Toyota,Vios,2003.0,23.0,143000.0,1500.0,Matara,Used,Petrol,Automatic,Sedan,blue,5200000.0
Tata,Nano,2017.0,9.0,134500.0,624.0,Adampan,Used,Petrol,Automatic,Hatchback,silver,2500000.0
Mercedes Benz,E350,2018.0,8.0,22000.0,1500.0,Colombo Fort (Colombo 01),Used,Petrol,Automatic,Sedan,black,36500000.0
Suzuki,Wagon R,2018.0,8.0,76000.0,650.0,Wellampitiya,Used,Petrol,Automatic,Station wagon,white,7175000.0
Audi,A3,2023.0,3.0,0.0,1000.0,Kiribathgoda,Brand New,Petrol,Automatic,Sedan,blue,18000000.0
Nissan,March,2002.0,24.0,193000.0,1240.0,Uragasmanhandiya,Reconditioned,Petrol,Automatic,Hatchback,other,3600000.0
Toyota,Prius,2011.0,15.0,154000.0,1800.0,Kandy,Used,Hybrid,Automatic,Hatchback,blue,9700000.0
Suzuki,Maruti,2008.0,18.0,107000.0,800.0,Nugegoda,Used,Petrol,Manual,Hatchback,gray,2285000.0
Honda,ARIA,2013.0,13.0,123.0,,Kuliyapitiya,Used,Petrol,Automatic,Saloon,silver,5300000.0
Daihatsu,Esse,2024.0,2.0,0.0,650.0,Polonnaruwa,Brand New,Petrol,Automatic,Hatchback,red,7200000.0
Suzuki,Swift,2004.0,22.0,125000.0,1320.0,Kalmunai,Used,Petrol,Automatic,Hatchback,silver,4500000.0
Toyota,Allion,2011.0,15.0,205000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Saloon,black,9000000.0
Daihatsu,Cast,2023.0,3.0,6600.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,brown,7300000.0
Honda,Fit,2013.0,13.0,105000.0,1490.0,Homagama,Used,Hybrid,Automatic,Hatchback,blue,8300000.0
Honda,Insight,2009.0,17.0,190000.0,1330.0,Trincomalee,Reconditioned,Hybrid,Automatic,Sedan,red,7925000.0
Nissan,Dayz,2024.0,2.0,6600.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,black,7325000.0
Suzuki,Alto,2007.0,19.0,180000.0,800.0,Nintavur,Used,Petrol,Manual,Hatchback,red,2850000.0
Suzuki,Wagon R,2015.0,11.0,90000.0,650.0,Kalmunai,Used,Petrol,Automatic,Sedan,white,6025000.0
Toyota,Prius,2023.0,3.0,0.0,1800.0,Kurunegala,Brand New,Hybrid,Manual,Liftback,gray,22600000.0
Nissan,Sunny,2003.0,23.0,210000.0,1600.0,Katugastota,Used,Petrol,Automatic,Hatchback,gray,4190000.0
Toyota,Aqua,2014.0,12.0,90905.0,1500.0,Ambalangoda,Used,Hybrid,Automatic,Liftback,blue,7000000.0
Toyota,Prius,2014.0,12.0,0.0,1600.0,Ambalangoda,Used,Hybrid,Automatic,Liftback,black,10600000.0
Suzuki,Alto,2023.0,3.0,0.0,660.0,Kurunegala,Brand New,Petrol,Manual,Station wagon,silver,6350000.0
Suzuki,Wagon R,2023.0,3.0,1800.0,650.0,Malabe,Brand New,Hybrid,Automatic,,black,7875000.0
Toyota,Allion,2003.0,23.0,0.0,1400.0,Nittambuwa,Used,Petrol,Automatic,Saloon,silver,6500000.0
Suzuki,Alto,2023.0,3.0,3000.0,690.0,Agaliya,Brand New,Hybrid,Automatic,Liftback,silver,6500000.0
Toyota,Passo,2008.0,18.0,150000.0,650.0,Pannipitiya,Used,Petrol,Automatic,Liftback,navy,4725000.0
Toyota,Axio,2016.0,10.0,145000.0,1496.0,Baddegama,Used,Petrol,Automatic,Sedan,white,10700000.0
Toyota,Allion,2016.0,10.0,116000.0,1500.0,Negombo,Used,Petrol,Automatic,Saloon,white,13500000.0
Honda,Fit,2011.0,15.0,186100.0,1330.0,Negombo,Used,Hybrid,Automatic,Hatchback,blue,6450000.0
Toyota,Prius,2009.0,17.0,161000.0,1798.0,Waskaduwa,Used,Petrol,Automatic,Hatchback,black,8000000.0
Suzuki,Wagon R,2018.0,8.0,110000.0,650.0,Ambalangoda,Used,Hybrid,Automatic,Hatchback,white,6375000.0
Mercedes Benz,E200,2010.0,16.0,107000.0,1797.0,Moratuwa,Used,Petrol,Automatic,Saloon,maroon,13700000.0
Mercedes Benz,C180,2010.0,16.0,201461.0,1600.0,Moratuwa,Used,Petrol,Automatic,Saloon,black,11300000.0
Honda,Civic,2017.0,9.0,71000.0,1000.0,Ambalangoda,Used,Petrol,Automatic,Sedan,black,12900000.0
Suzuki,Alto,2011.0,15.0,193000.0,800.0,Neboda,Used,Petrol,Manual,Hatchback,white,2975000.0
Suzuki,Wagon R,2017.0,9.0,173000.0,650.0,Ambalangoda,Used,Hybrid,Automatic,Hatchback,black,6450000.0
Suzuki,Wagon R,2023.0,3.0,10000.0,660.0,Matara,Brand New,Hybrid,Automatic,Hatchback,white,7895000.0
Nissan,ExSunny,2008.0,18.0,175000.0,1295.0,Ambalangoda,Used,Petrol,Automatic,Saloon,gold,4850000.0
Suzuki,Alto,2015.0,11.0,133000.0,800.0,Ampara,Used,Petrol,Manual,Hatchback,white,3850000.0
Honda,Accord,2001.0,25.0,192000.0,1800.0,Panadura,Used,Petrol,Automatic,Sedan,silver,4390000.0
Toyota,Axio,2014.0,12.0,119700.0,1500.0,Ja-Ela,Used,Petrol,Automatic,Saloon,blue,9000000.0
Suzuki,Wagon R,2014.0,12.0,200000.0,650.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,black,5300000.0
Toyota,Aqua,2015.0,11.0,124000.0,1500.0,Ratnapura,Used,Hybrid,Automatic,Saloon,purple,7800000.0
Mercedes Benz,Car,2015.0,11.0,50000.0,2000.0,Kalubowila,Used,Hybrid,Automatic,Saloon,red,19700000.0
Suzuki,Maruti,2011.0,15.0,46500.0,800.0,Nittambuwa,Used,Petrol,Manual,Hatchback,blue,2300000.0
Toyota,Premio,2011.0,15.0,160000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Sedan,brown,9600000.0
Mercedes Benz,C200,2020.0,6.0,150000.0,2000.0,Ambalangoda,Used,Petrol,Automatic,Liftback,black,21700000.0
Audi,A3,2018.0,8.0,115000.0,990.0,Ambalangoda,Used,Petrol,Automatic,Saloon,red,15000000.0
Suzuki,Wagon R,2025.0,1.0,0.0,650.0,Kurunegala,Brand New,Petrol,Automatic,Hatchback,white,8775000.0
Suzuki,Wagon R,2024.0,2.0,3300.0,650.0,Kotahena (Colombo 13),Reconditioned,Petrol,Automatic,Hatchback,black,8300000.0
Honda,Civic,2018.0,8.0,98800.0,1000.0,Nawala,Used,Petrol,Tiptronic,Hatchback,silver,12500000.0
Daihatsu,G100s,1987.0,39.0,0.0,1000.0,Beruwala,Used,Petrol,Automatic,Hatchback,white,1600000.0
Suzuki,Alto,2015.0,11.0,172000.0,800.0,Hambantota,Used,Petrol,Manual,Sedan,white,3000000.0
Suzuki,Alto,2011.0,15.0,131000.0,800.0,Avissawella,Used,Petrol,Manual,Sedan,maroon,3000000.0
