Brand,Model_Name,Model_Year,Vehicle_Age,Mileage_km,Engine_Capacity,Location_District,Condition,Fuel_Type,Transmission,Body_Type,Colour,Price_LKR
Suzuki,Wagon R,2024.0,2.0,5562.0,660.0,Alawwa,Reconditioned,Hybrid,Automatic,Hatchback,white,7000000.0
Suzuki,Wagon R,2024.0,2.0,0.0,660.0,Kurunegala,Brand New,Hybrid,Manual,Station wagon,silver,7400000.0
Suzuki,Every,2018.0,8.0,75000.0,1000.0,Pallewela,Used,Petrol,Other,Hatchback,white,5950000.0
Toyota,Starlet,1993.0,33.0,1000.0,1330.0,Pitipana Homagama,Used,Petrol,Manual,Sports,blue,3875000.0
Suzuki,Spacia,2017.0,9.0,120000.0,650.0,Pussellawa,Used,Petrol,Automatic,Hatchback,white,6800000.0
Daihatsu,Thor,2023.0,3.0,0.0,660.0,Kottawa,Brand New,Petrol,Automatic,Liftback,gray,8575000.0
Suzuki,Hustler,2025.0,1.0,7000.0,650.0,Kurunegala,Brand New,Hybrid,Automatic,Hatchback,white,9400000.0
Mazda,Flair,2023.0,3.0,15500.0,658.0,Yakkala,Brand New,Petrol,Automatic,Hatchback,black,8475000.0
Toyota,Yaris,2023.0,3.0,10000.0,1000.0,Negombo,Brand New,Petrol,Automatic,Liftback,white,10575000.0
Toyota,Premio,2017.0,9.0,67000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Sedan,brown,15800000.0
Toyota,Passo,2023.0,3.0,6600.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,brown,8100000.0
Suzuki,Swift,2017.0,9.0,64000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Saloon,red,8200000.0
Micro,Panda,2012.0,14.0,120500.0,1300.0,Maradana (Colombo 10),Used,Petrol,Manual,Hatchback,white,2550000.0
Suzuki,Wagon R,2016.0,10.0,96000.0,660.0,Peradeniya,Used,Petrol,Automatic,Hatchback,gray,5700000.0
Toyota,Crown,1993.0,33.0,245000.0,2500.0,Ja-Ela,Used,Diesel,Automatic,Sedan,blue,5250000.0
Mercedes Benz,CLA,2017.0,9.0,53000.0,1590.0,Bandaragama,Used,Petrol,Automatic,Saloon,white,18900000.0
Suzuki,Wagon R,2014.0,12.0,123.0,1000.0,Matugama,Reconditioned,Petrol,Automatic,Station wagon,white,5500000.0
Suzuki,Alto,2016.0,10.0,150000.0,800.0,Ambalangoda,Used,Petrol,Manual,Hatchback,gray,3650000.0
Suzuki,Wagon R,2025.0,1.0,0.0,650.0,Kurunegala,Reconditioned,Hybrid,Automatic,Hatchback,white,9000000.0
Toyota,Vitz,2016.0,10.0,90000.0,1200.0,Pussellawa,Used,Petrol,Automatic,Hatchback,blue,7800000.0
BMW,3 Series,2000.0,26.0,139000.0,2000.0,Adampan,Used,Diesel,Manual,Saloon,green,6775000.0
Toyota,Prius,2010.0,16.0,241000.0,1790.0,Boralesgamuwa,Used,Hybrid,Automatic,Sedan,blue,8500000.0
Toyota,Passo,2007.0,19.0,158000.0,1000.0,Kurunegala,Used,Petrol,Automatic,Hatchback,maroon,4590000.0
Suzuki,Hustler,2024.0,2.0,0.0,660.0,Kurunegala,Brand New,Hybrid,Manual,Station wagon,white,8300000.0
Honda,Grace,2015.0,11.0,114000.0,1200.0,Pussellawa,Used,Petrol,Automatic,Hatchback,black,7200000.0
Suzuki,Alto,2015.0,11.0,123000.0,800.0,Kadawatha,Used,Petrol,Manual,Hatchback,red,3700000.0
Honda,Grace,2016.0,10.0,121000.0,1490.0,Matara,Used,Hybrid,Automatic,Saloon,black,8300000.0
Toyota,Axio,2011.0,15.0,172000.0,1496.0,Ja-Ela,Used,Petrol,Automatic,Saloon,black,7750000.0
Suzuki,Celerio,2015.0,11.0,97000.0,1000.0,Nawala,Used,Petrol,Automatic,Hatchback,black,4350000.0
Perodua,Axia,2016.0,10.0,86000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,white,5425000.0
Suzuki,Wagon R,2017.0,9.0,92000.0,650.0,Bambalapitiya (Colombo 04),Used,Petrol,Automatic,Hatchback,gray,6150000.0
Daihatsu,Taft,2023.0,3.0,6600.0,660.0,Kottawa,Brand New,Hybrid,Automatic,Convertible,other,7800000.0
Suzuki,Alto,2003.0,23.0,131000.0,800.0,Ratnapura,Used,Petrol,Manual,Hatchback,blue,3600000.0
Suzuki,Swift,2017.0,9.0,130000.0,650.0,Pussellawa,Used,Petrol,Automatic,Hatchback,red,8500000.0
Suzuki,Spacia,2017.0,9.0,125000.0,658.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,white,5875000.0
Toyota,Prius,2013.0,13.0,0.0,660.0,Matale,Used,Petrol,Automatic,Hatchback,white,11900000.0
Suzuki,Wagon R,2024.0,2.0,5000.0,650.0,Kandy,Brand New,Petrol,Automatic,Hatchback,black,7200000.0
Suzuki,Liana,2006.0,20.0,200000.0,1328.0,Kesbewa,Used,Petrol,Manual,Sedan,red,4075000.0
Toyota,Yaris,2023.0,3.0,0.0,1200.0,Kandana,Brand New,Petrol,Automatic,Hatchback,white,8300000.0
Toyota,Premio,2013.0,13.0,41750.0,1400.0,Malabe,Used,Petrol,Automatic,Saloon,maroon,12700000.0
Honda,N BOX,2023.0,3.0,0.0,658.0,Kandy,Brand New,Petrol,Automatic,Hatchback,white,8900000.0
Honda,Fit,2011.0,15.0,190000.0,1300.0,Ampara,Used,Petrol,Automatic,Hatchback,white,8300000.0
Nissan,Presea,1994.0,32.0,0.0,1500.0,Tennekumbura,Used,Petrol,Automatic,Sedan,white,3000000.0
Suzuki,Wagon R,2017.0,9.0,55000.0,650.0,Medirigiriya,Used,Petrol,Automatic,Station wagon,white,5700000.0
Chery,QQ,2006.0,20.0,82000.0,803.0,Katunayake,Used,Petrol,Manual,Hatchback,black,1750000.0
Toyota,Wigo,2017.0,9.0,0.0,1000.0,Nugegoda,Used,Petrol,Automatic,Hatchback,black,5995000.0
Honda,Insight,2009.0,17.0,172000.0,1234.0,Kiribathgoda,Used,Petrol,Automatic,Liftback,white,7290000.0
Suzuki,Alto,2015.0,11.0,128000.0,650.0,Hanwella,Used,Petrol,Manual,Hatchback,blue,3490000.0
Toyota,Aqua,2012.0,14.0,124000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,black,7500000.0
Honda,Fit,2014.0,12.0,16000.0,1500.0,Mount Lavinia,Used,Hybrid,Automatic,Hatchback,white,9700000.0
Renault,KWID,2016.0,10.0,41000.0,999.0,Batticaloa,Used,Petrol,Manual,Hatchback,black,4000000.0
Honda,Fit,2014.0,12.0,230000.0,1000.0,Kollupitiya (Colombo 03),Used,Petrol,Automatic,Hatchback,black,7470000.0
Suzuki,A Star,2011.0,15.0,119000.0,1000.0,Boralesgamuwa,Used,Petrol,Manual,Hatchback,white,3650000.0
Suzuki,Wagon R,2023.0,3.0,10000.0,998.0,Galle,Used,Petrol,Automatic,Station wagon,silver,7800000.0
Nissan,Cefiro,2000.0,26.0,165000.0,2000.0,Kekirawa,Used,Petrol,Automatic,Saloon,white,3600000.0
Mitsubishi,eK,2023.0,3.0,6600.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,red,7250000.0
BMW,740Le,2017.0,9.0,18000.0,2000.0,Kohuwala,Used,Petrol,Automatic,Saloon,white,43500000.0
Suzuki,Swift,2009.0,17.0,132500.0,1300.0,Maharagama,Used,Petrol,Automatic,Liftback,other,5500000.0
Hyundai,Accent,2001.0,25.0,0.0,1500.0,Ragama,Used,Diesel,Manual,Saloon,gray,2900000.0
Perodua,Viva,2011.0,15.0,127800.0,1000.0,Gampaha,Used,Petrol,Manual,Hatchback,black,3685000.0
Nissan,Bluebird,2007.0,19.0,175000.0,1500.0,Panadura,Used,Petrol,Automatic,Saloon,maroon,6400000.0
Toyota,Prius,2014.0,12.0,98000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Liftback,black,11000000.0
Toyota,Corolla,1999.0,27.0,268000.0,1580.0,Kurunegala,Used,Petrol,Automatic,Saloon,blue,4300000.0
Toyota,Vitz,2018.0,8.0,69100.0,1000.0,Wennappuwa,Used,Petrol,Automatic,Hatchback,white,8350000.0
Toyota,Vitz,2017.0,9.0,64000.0,1500.0,Baduraliya,Used,Petrol,Automatic,Hatchback,brown,8500000.0
Honda,City,2001.0,25.0,137000.0,1500.0,Alutgama,Used,Petrol,Automatic,Saloon,gray,3877000.0
Toyota,Aqua,2014.0,12.0,153000.0,1500.0,Ambalangoda,Used,Hybrid,Automatic,Hatchback,white,7900000.0
Toyota,Vitz,2016.0,10.0,160000.0,1500.0,Adampan,Used,Hybrid,Automatic,Liftback,white,7390000.0
Toyota,Axio,2015.0,11.0,115000.0,1500.0,Bombuwala,Used,Hybrid,Automatic,Saloon,maroon,9400000.0
Nissan,Tiida,2008.0,18.0,167000.0,1500.0,Nawala,Used,Petrol,Automatic,Hatchback,black,6275000.0
Perodua,Axia,2017.0,9.0,119000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,blue,5790000.0
Toyota,Vitz,2016.0,10.0,0.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,red,6800000.0
Suzuki,Wagon R,2024.0,2.0,0.0,650.0,Katugastota,Brand New,Hybrid,Automatic,Hatchback,green,9100000.0
Perodua,Axia,2016.0,10.0,167236.0,1000.0,Moratuwa,Used,Petrol,Automatic,Hatchback,silver,5650000.0
Toyota,Roomy,2025.0,1.0,0.0,990.0,Halloluwa,Brand New,Petrol,Automatic,Hatchback,white,11100000.0
Mitsubishi,eK,2023.0,3.0,3400.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,other,7700000.0
Tata,Indica,2014.0,12.0,141000.0,1200.0,Matara,Used,Petrol,Manual,Hatchback,maroon,5400000.0
Toyota,AE100,1992.0,34.0,180000.0,1500.0,Kadawatha,Used,Petrol,Manual,Saloon,blue,3500000.0
Suzuki,Alto,2010.0,16.0,98000.0,800.0,Homagama,Used,Petrol,Manual,Hatchback,silver,3175000.0
Suzuki,Spacia,2025.0,1.0,0.0,650.0,Nugegoda,Brand New,Hybrid,Automatic,Station wagon,white,9650000.0
Suzuki,Wagon R,2018.0,8.0,140000.0,660.0,Boralesgamuwa,Used,Hybrid,Automatic,Hatchback,white,6690000.0
Nissan,Note X,2024.0,2.0,18000.0,1200.0,Kurunegala,Brand New,Hybrid,Manual,Hatchback,black,11650000.0
Suzuki,Wagon R,2017.0,9.0,140000.0,1500.0,Adampan,Used,Hybrid,Automatic,Liftback,white,6690000.0
Nissan,Dayz,2023.0,3.0,19600.0,650.0,Ja-Ela,Brand New,Hybrid,Automatic,Station wagon,orange,8490000.0
Toyota,Premio,2013.0,13.0,120000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Saloon,white,12000000.0
Toyota,Axio,2007.0,19.0,0.0,1500.0,Mahiyanganaya,Used,Petrol,Automatic,Saloon,silver,6900000.0
Toyota,Corona,1988.0,38.0,0.0,1500.0,Ja-Ela,Used,Petrol,Manual,Saloon,gray,1675000.0
Toyota,Axio,2012.0,14.0,161000.0,1490.0,Nugegoda,Used,Petrol,Automatic,Sedan,silver,8100000.0
Toyota,Yaris,2007.0,19.0,134000.0,1300.0,Akurana,Used,Petrol,Manual,Hatchback,blue,5350000.0
Toyota,Prius,2013.0,13.0,0.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Liftback,purple,11000000.0
Toyota,Aqua,2012.0,14.0,98000.0,,Wellawatta (Colombo 06),Used,Petrol,Automatic,Sports,blue,6300000.0
Tesla,Model 3,2024.0,2.0,0.0,,Kotahena (Colombo 13),Reconditioned,Electric,Automatic,Hatchback,red,31900000.0
Suzuki,Baleno,2019.0,7.0,50900.0,1000.0,Kelaniya,Used,Petrol,Tiptronic,Hatchback,blue,8300000.0
Suzuki,Spacia,2018.0,8.0,52000.0,658.0,Maradana (Colombo 10),Used,Petrol,Automatic,Hatchback,red,7600000.0
Mitsubishi,eK,2023.0,3.0,4500.0,690.0,Kurunegala,Brand New,Hybrid,Automatic,Hatchback,white,7250000.0
Suzuki,Alto,2017.0,9.0,50000.0,660.0,Kurunegala,Used,Petrol,Automatic,Convertible,black,5350000.0
Toyota,Yaris,2023.0,3.0,20000.0,1200.0,Gampaha,Reconditioned,Petrol,Automatic,Hatchback,white,10000000.0
Suzuki,Wagon R,2016.0,10.0,100000.0,650.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,white,5900000.0
Toyota,Aqua,2013.0,13.0,175000.0,1500.0,Trincomalee,Used,Petrol,Automatic,Hatchback,blue,7890000.0
Toyota,Starlet,1997.0,29.0,90000.0,800.0,Kandy,Used,Petrol,Automatic,Hatchback,blue,4380000.0
Nissan,Bluebird,2004.0,22.0,190000.0,1490.0,Monaragala,Brand New,Petrol,Automatic,Sedan,gold,4500000.0
Suzuki,Wagon R,2014.0,12.0,50000.0,650.0,Panadura,Used,Petrol,Automatic,Hatchback,red,5325000.0
Suzuki,Maruti,2012.0,14.0,95780.0,800.0,Batapola,Used,Petrol,Automatic,Hatchback,silver,1890000.0
Suzuki,Wagon R,2025.0,1.0,0.0,650.0,Kurunegala,Brand New,Petrol,Automatic,Hatchback,red,8800000.0
Nissan,N 16,2003.0,23.0,173000.0,1300.0,Badulla,Used,Petrol,Manual,Saloon,silver,4200000.0
Suzuki,Wagon R,2017.0,9.0,120000.0,650.0,Katana,Used,Petrol,Automatic,Hatchback,brown,6250000.0
Suzuki,Wagon R,2014.0,12.0,183000.0,660.0,Gampaha,Used,Hybrid,Automatic,Hatchback,black,5500000.0
Honda,N BOX,2023.0,3.0,8000.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,black,7650000.0
Suzuki,Swift,2011.0,15.0,143000.0,1200.0,Borella (Colombo 08),Used,Petrol,Manual,Saloon,silver,4200000.0
Suzuki,Alto,2015.0,11.0,129000.0,800.0,Beliatta,Used,Petrol,Manual,Hatchback,black,3725000.0
Toyota,Vitz,2016.0,10.0,125000.0,950.0,Maharagama,Used,Petrol,Automatic,Hatchback,white,7390000.0
Toyota,Yaris,2008.0,18.0,157000.0,1300.0,Bandarawela,Used,Petrol,Manual,Sedan,gold,6450000.0
Suzuki,Wagon R,2017.0,9.0,81300.0,650.0,Nugegoda,Used,Petrol,Automatic,Hatchback,brown,6600000.0
Suzuki,Wagon R,2018.0,8.0,69000.0,,Athurugiriya,Used,Petrol,Automatic,,white,7300000.0
Suzuki,Wagon R,2023.0,3.0,0.0,660.0,Kandy,Used,Petrol,Automatic,,orange,7650000.0
Suzuki,Alto,2014.0,12.0,95000.0,800.0,Kuliyapitiya,Used,Petrol,Manual,Hatchback,white,4000000.0
Suzuki,Wagon R,2015.0,11.0,106900.0,650.0,Bandaragama,Used,Petrol,Automatic,Liftback,white,5275000.0
Toyota,Passo,2023.0,3.0,8000.0,1000.0,Kotte,Reconditioned,Petrol,Automatic,Hatchback,black,8100000.0
Toyota,Prius,2013.0,13.0,140000.0,1798.0,Panadura,Used,Petrol,Automatic,Hatchback,silver,9850000.0
Micro,Panda Cross,2013.0,13.0,131000.0,1300.0,Gothatuwa,Used,Petrol,Manual,Hatchback,white,2975000.0
Toyota,Aqua,2013.0,13.0,126000.0,1500.0,Galewela,Used,Petrol,Automatic,Hatchback,white,6250000.0
Toyota,Allion,2007.0,19.0,0.0,1600.0,Ambalangoda,Used,Petrol,Automatic,Saloon,black,7800000.0
Suzuki,Alto,2007.0,19.0,123.0,800.0,Dodangoda,Used,Petrol,Manual,Hatchback,black,3200000.0
Nissan,Sunny,2002.0,24.0,170000.0,1500.0,Minuwangoda,Used,Petrol,Automatic,Saloon,gray,4580000.0
Renault,KWID,2016.0,10.0,89100.0,800.0,Panadura,Used,Petrol,Manual,Hatchback,red,3350000.0
Daihatsu,Mira,2023.0,3.0,5000.0,660.0,Negombo,Reconditioned,Petrol,Automatic,,black,6900000.0
Suzuki,Wagon R,2023.0,3.0,32000.0,660.0,Kandy,Used,Petrol,Automatic,Hatchback,orange,7750000.0
Suzuki,Wagon R,2024.0,2.0,12000.0,650.0,Anuradhapura,Brand New,Petrol,Automatic,Hatchback,silver,7300000.0
Toyota,Premio,2011.0,15.0,16000.0,1490.0,Adampan,Used,Petrol,Automatic,Saloon,maroon,9400000.0
Daihatsu,Tanto,2023.0,3.0,12000.0,660.0,Makola,Used,Petrol,Automatic,Hatchback,white,7300000.0
Lexus,LX,2014.0,12.0,131500.0,1500.0,Panadura,Used,Petrol,Manual,Sedan,white,14500000.0
Toyota,Roomy,2024.0,2.0,0.0,1000.0,Polonnaruwa,Brand New,Petrol,Automatic,Hatchback,silver,8200000.0
Toyota,Axio,2007.0,19.0,210000.0,1500.0,Baddegama,Used,Petrol,Automatic,Sedan,blue,7075000.0
Suzuki,Wagon R,2023.0,3.0,8000.0,650.0,Kalubowila,Reconditioned,Petrol,Automatic,Hatchback,silver,7200000.0
Toyota,Vitz,2010.0,16.0,200000.0,1300.0,Matara,Used,Petrol,Automatic,,silver,5800000.0
Suzuki,Wagon R,2025.0,1.0,0.0,650.0,Kohuwala,Brand New,Petrol,Automatic,Hatchback,white,8600000.0
Toyota,Starlet,2000.0,26.0,75000.0,1000.0,Katugastota,Used,Petrol,Manual,Hatchback,black,3625000.0
Toyota,Prius,2012.0,14.0,159000.0,1800.0,Ambalangoda,Used,Petrol,Automatic,Liftback,white,7800000.0
Toyota,Prius,2012.0,14.0,250000.0,1500.0,Baduraliya,Used,Petrol,Manual,Sports,silver,10100000.0
Ford,Festiva,1996.0,30.0,0.0,1500.0,Pepiliyana,Used,Petrol,Automatic,Hatchback,red,1990000.0
Toyota,Passo,2010.0,16.0,200000.0,1000.0,Athurugiriya,Used,Petrol,Automatic,Hatchback,black,4975000.0
Suzuki,Swift,2007.0,19.0,137424.0,1300.0,Dehiwala,Used,Petrol,Automatic,Hatchback,blue,5175000.0
Toyota,Premio,2018.0,8.0,86000.0,1500.0,Nattandiya,Used,Petrol,Automatic,Saloon,white,13200000.0
Suzuki,Wagon R,2015.0,11.0,179000.0,650.0,Veyangoda,Used,Petrol,Automatic,Hatchback,white,5250000.0
Suzuki,Wagon R,2018.0,8.0,123000.0,650.0,Pussellawa,Used,Petrol,Automatic,Hatchback,black,7300000.0
Honda,Insight,2009.0,17.0,0.0,1330.0,Wennappuwa,Used,Hybrid,Automatic,Saloon,gray,7250000.0
Honda,Civic,2018.0,8.0,133000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Liftback,black,11200000.0
Suzuki,Alto,2006.0,20.0,127000.0,800.0,Horana,Used,Petrol,Manual,Hatchback,blue,2900000.0
Mercedes Benz,B Class,2016.0,10.0,120000.0,,Kotte,Used,Electric,Automatic,Hatchback,white,9000000.0
KIA,Mentor,2000.0,26.0,65000.0,1500.0,Ja-Ela,Used,Petrol,Automatic,Saloon,black,1900000.0
Perodua,Kelisa,2007.0,19.0,75000.0,1000.0,Kelaniya,Used,Petrol,Other,Hatchback,silver,3450000.0
Nissan,FB 15,1997.0,29.0,125559.0,1500.0,Avissawella,Used,Petrol,Automatic,Saloon,silver,2875000.0
Toyota,Corolla,2006.0,20.0,190000.0,1300.0,Dodangaslanda,Used,Petrol,Manual,Sedan,black,5475000.0
Suzuki,Alto,2019.0,7.0,67790.0,660.0,Ratnapura,Used,Petrol,Automatic,Hatchback,red,6000000.0
Suzuki,Celerio,2016.0,10.0,115000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,white,5290000.0
Suzuki,Wagon R,2024.0,2.0,1700.0,650.0,Negombo,Brand New,Petrol,Automatic,Hatchback,black,7500000.0
Suzuki,Spacia,2021.0,5.0,6000.0,660.0,Ja-Ela,Brand New,Hybrid,Automatic,Hatchback,white,9650000.0
Toyota,Aqua,2013.0,13.0,140000.0,1499.0,Narammala,Reconditioned,Petrol,Automatic,Hatchback,black,7000000.0
Suzuki,Wagon R,2017.0,9.0,90000.0,660.0,Sooriyawewa Town,Used,Petrol,Automatic,Hatchback,purple,5500000.0
Toyota,Yaris,2024.0,2.0,0.0,950.0,Polonnaruwa,Brand New,Petrol,Automatic,Hatchback,white,9700000.0
Nissan,Sunny,1990.0,36.0,0.0,1600.0,Chilaw,Used,Diesel,Manual,Saloon,white,2075000.0
Chery,QQ,2007.0,19.0,117116.0,812.0,Delgoda,Used,Petrol,Automatic,Hatchback,silver,2390000.0
Suzuki,Wagon R,2023.0,3.0,0.0,650.0,Kelaniya,Brand New,Petrol,Automatic,Station wagon,silver,8100000.0
Honda,Grace,2015.0,11.0,0.0,1300.0,Mudungoda,Used,Petrol,Automatic,Liftback,black,9600000.0
Suzuki,Wagon R,2014.0,12.0,97000.0,658.0,Galle,Used,Petrol,Automatic,Hatchback,black,5000000.0
Toyota,Tercel,1997.0,29.0,28100.0,1300.0,Kurunegala,Used,Petrol,Manual,Hatchback,white,3250000.0
Toyota,Allion,2003.0,23.0,180000.0,1796.0,Athurugiriya,Used,Petrol,Automatic,Sedan,black,6900000.0
Suzuki,Wagon R,2014.0,12.0,75000.0,658.0,Ja-Ela,Used,Petrol,Other,Station wagon,white,5690000.0
Suzuki,Wagon R,2023.0,3.0,4000.0,690.0,Kurunegala,Brand New,Hybrid,Automatic,Hatchback,silver,7600000.0
Toyota,Vitz,2019.0,7.0,41000.0,990.0,Kalmunai,Used,Petrol,Automatic,Sedan,white,8800000.0
Suzuki,Wagon R,2018.0,8.0,190000.0,650.0,Maharagama,Used,Petrol,Automatic,Hatchback,white,6590000.0
Honda,Civic,2008.0,18.0,120000.0,1600.0,Peradeniya,Used,Petrol,Automatic,Sedan,black,5500000.0
Audi,Q2,2019.0,7.0,146000.0,999.0,Athurugiriya,Used,Petrol,Automatic,Hatchback,gray,13600000.0
Toyota,Passo,2009.0,17.0,131275.0,1000.0,Gampaha,Used,Petrol,Automatic,Hatchback,silver,4650000.0
Toyota,Prius,2011.0,15.0,0.0,1500.0,Baduraliya,Used,Petrol,Manual,Sports,black,9800000.0
Suzuki,Wagon R,2018.0,8.0,68000.0,650.0,Yakkala,Used,Hybrid,Automatic,Hatchback,white,6790000.0
Suzuki,Maruti,2007.0,19.0,0.0,,Kurunegala,Used,Petrol,Manual,Hatchback,maroon,2700000.0
Nissan,Sunny,1994.0,32.0,0.0,1500.0,Boralesgamuwa,Used,Petrol,Manual,,silver,2500000.0
Suzuki,Wagon R,2025.0,1.0,0.0,650.0,Kottawa,Brand New,Hybrid,Automatic,Station wagon,blue,8300000.0
Nissan,March,2002.0,24.0,122215.0,1000.0,Moratuwa,Used,Petrol,Automatic,Hatchback,white,3550000.0
Mitsubishi,eK,2023.0,3.0,6600.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,black,7000000.0
BMW,3 Series,2011.0,15.0,70000.0,2000.0,Kalubowila,Used,Diesel,Automatic,Saloon,silver,12975000.0
Tata,Indica,2015.0,11.0,78635.0,999.0,Mahiyanganaya,Used,Petrol,Manual,Liftback,white,2750000.0
Toyota,Prius,2010.0,16.0,210000.0,1500.0,Nugegoda,Used,Hybrid,Manual,Saloon,black,8350000.0
Volkswagen,Beetle,2017.0,9.0,101000.0,1200.0,Nugegoda,Used,Petrol,Automatic,Sedan,other,13200000.0
Mitsubishi,eK,2023.0,3.0,0.0,650.0,Kottawa,Brand New,Petrol,Automatic,Liftback,red,7125000.0
Suzuki,Spacia,2024.0,2.0,3000.0,990.0,Halloluwa,Brand New,Petrol,Automatic,Hatchback,white,9500000.0
Toyota,Yaris,2024.0,2.0,0.0,999.0,Kelaniya,Brand New,Petrol,Automatic,Hatchback,white,9400000.0
Toyota,Axio,2015.0,11.0,25000.0,1496.0,Katunayake,Used,Petrol,Automatic,Hatchback,white,8575000.0
Toyota,Yaris,2023.0,3.0,76000.0,1000.0,Kotte,Reconditioned,Petrol,Automatic,Hatchback,white,7850000.0
Suzuki,Hustler,2015.0,11.0,100000.0,660.0,Gampaha,Used,Petrol,Automatic,Hatchback,green,5800000.0
Daihatsu,Move,2023.0,3.0,15000.0,660.0,Embilipitiya,Reconditioned,Petrol,Automatic,Hatchback,white,8650000.0
Nissan,Sunny,1992.0,34.0,100000.0,1000.0,Katunayake,Used,Petrol,Manual,Saloon,white,1495000.0
Datsun,Redi Go,2017.0,9.0,65000.0,800.0,Athurugiriya,Used,Petrol,Manual,Hatchback,gray,3525000.0
Tesla,Model 3,2025.0,1.0,0.0,,Nugegoda,Brand New,Electric,Automatic,Saloon,white,35000000.0
Toyota,Axio,2016.0,10.0,164000.0,1500.0,Kottawa,Used,Petrol,Automatic,Station wagon,brown,10450000.0
Suzuki,Wagon R,2018.0,8.0,90000.0,660.0,Boralesgamuwa,Used,Hybrid,Automatic,Hatchback,green,6800000.0
Toyota,Axio,2018.0,8.0,74000.0,1500.0,Kadawatha,Used,Hybrid,Automatic,Saloon,white,12900000.0
Suzuki,Celerio,2018.0,8.0,64000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,red,5390000.0
Daihatsu,Boon,2023.0,3.0,5100.0,996.0,Yakkala,Brand New,Petrol,Manual,Liftback,green,8475000.0
Suzuki,Wagon R,2018.0,8.0,34000.0,650.0,Batticaloa,Used,Hybrid,Automatic,Sedan,white,7650000.0
Toyota,Vios,2004.0,22.0,133009.0,1500.0,Rajagiriya,Used,Petrol,Automatic,Saloon,blue,5400000.0
Mercedes Benz,CLA,2017.0,9.0,58000.0,1590.0,Kohuwala,Used,Petrol,Automatic,Sedan,white,17900000.0
Toyota,Axio,2015.0,11.0,0.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Sedan,white,8900000.0
Honda,Accord,1987.0,39.0,124000.0,1250.0,Gampola,Used,Petrol,Manual,Saloon,black,1500000.0
Suzuki,Wagon R,2018.0,8.0,78500.0,650.0,Anuradhapura,Reconditioned,Hybrid,Automatic,Hatchback,blue,6790000.0
Suzuki,Spacia,2018.0,8.0,75000.0,660.0,Gampaha,Used,Petrol,Automatic,,white,7150000.0
BMW,ActiveHybrid 7,2014.0,12.0,40000.0,2979.0,Nittambuwa,Used,Petrol,Automatic,Saloon,silver,43500000.0
Honda,Fit,2012.0,14.0,200000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,white,6300000.0
Suzuki,Wagon R,2024.0,2.0,5000.0,660.0,Kegalle,Brand New,Petrol,Automatic,Hatchback,white,7750000.0
Toyota,Aqua,2015.0,11.0,106000.0,1000.0,Anuradhapura,Used,Petrol,Automatic,Liftback,white,7800000.0
Toyota,Vitz,2019.0,7.0,85830.0,990.0,Ja-Ela,Used,Petrol,Automatic,Liftback,white,8250000.0
Toyota,Axio,2013.0,13.0,230000.0,1500.0,Boralesgamuwa,Used,Hybrid,Automatic,Saloon,blue,8800000.0
Toyota,Corolla,1997.0,29.0,240000.0,2000.0,Mulleriyawa New Town,Used,Diesel,Automatic,Hatchback,blue,3690000.0
Nissan,FB 15,2001.0,25.0,125000.0,1490.0,Sainthamaruthu,Used,Petrol,Automatic,Saloon,white,3850000.0
Suzuki,Wagon R,2024.0,2.0,2594.0,650.0,Bandaragama,Brand New,Hybrid,Automatic,Hatchback,white,9195000.0
BMW,3 Series,2011.0,15.0,0.0,1990.0,Panadura,Used,Diesel,Automatic,Sedan,white,10495000.0
Perodua,Elite,2011.0,15.0,167320.0,1000.0,Dompe,Used,Petrol,Automatic,Hatchback,green,4400000.0
Suzuki,Wagon R,2017.0,9.0,58000.0,650.0,Nittambuwa,Used,Hybrid,Automatic,Hatchback,blue,6295000.0
Geely,Panda,2015.0,11.0,67000.0,1000.0,Kottawa,Used,Petrol,Manual,Hatchback,black,2795000.0
Suzuki,Wagon R,2025.0,1.0,0.0,650.0,Kataragama,Brand New,Hybrid,Automatic,Hatchback,white,8500000.0
